Id,Label,timeset,modularity_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
1535,disappointing,,0,0,0,0,0,0,0,0,0,0
1536,practices,,0,0,0,0,0,0,0,0,0,0
1537,yr,,0,0,0,0,0,0,0,0,0,0
1538,alternatives,,0,0,0,0,0,0,0,0,0,0
1539,lid,,0,0,0,0,0,0,0,0,0,0
1540,appeared,,0,0,0,0,0,0,0,0,0,0
1541,held,,0,0,0,0,0,0,0,0,0,0
1542,paying,,0,0,0,0,0,0,0,0,0,0
1543,fell,,0,0,0,0,0,0,0,0,0,0
1544,wearable,,0,0,0,0,0,0,0,0,0,0
1545,door,,0,0,0,0,0,0,0,0,0,0
1546,complain,,0,0,0,0,0,0,0,0,0,0
1547,noticing,,0,0,0,0,0,0,0,0,0,0
1548,activities,,0,0,0,0,0,0,0,0,0,0
1549,sensitive,,0,0,0,0,0,0,0,0,0,0
1550,girl,,0,0,0,0,0,0,0,0,0,0
1551,hurry,,0,0,0,0,0,0,0,0,0,0
1552,average,,0,0,0,0,0,0,0,0,0,0
1553,muscles,,0,0,0,0,0,0,0,0,0,0
1554,scuffed,,0,0,0,0,0,0,0,0,0,0
1555,extreme,,0,0,0,0,0,0,0,0,0,0
1556,busy,,0,0,0,0,0,0,0,0,0,0
1557,picky,,0,0,0,0,0,0,0,0,0,0
1558,uppers,,0,0,0,0,0,0,0,0,0,0
1559,tied,,0,0,0,0,0,0,0,0,0,0
1560,leave,,0,0,0,0,0,0,0,0,0,0
1561,remove,,0,0,0,0,0,0,0,0,0,0
1562,win,,0,0,0,0,0,0,0,0,0,0
1563,hide,,0,0,0,0,0,0,0,0,0,0
1564,harder,,0,0,0,0,0,0,0,0,0,0
1565,strong,,0,0,0,0,0,0,0,0,0,0
1566,locally,,0,0,0,0,0,0,0,0,0,0
1567,fir,,0,0,0,0,0,0,0,0,0,0
1568,plays,,0,0,0,0,0,0,0,0,0,0
1569,bonus,,0,0,0,0,0,0,0,0,0,0
1570,league,,0,0,0,0,0,0,0,0,0,0
1571,complained,,0,0,0,0,0,0,0,0,0,0
1572,meet,,0,0,0,0,0,0,0,0,0,0
1573,celso,,0,0,0,0,0,0,0,0,0,0
1574,flipflops,,0,0,0,0,0,0,0,0,0,0
1575,neuropathy,,0,0,0,0,0,0,0,0,0,0
1576,effect,,0,0,0,0,0,0,0,0,0,0
1577,shiny,,0,0,0,0,0,0,0,0,0,0
1578,camp,,0,0,0,0,0,0,0,0,0,0
1579,accents,,0,0,0,0,0,0,0,0,0,0
1580,downside,,0,0,0,0,0,0,0,0,0,0
1581,nicei,,0,0,0,0,0,0,0,0,0,0
1582,cortez,,0,0,0,0,0,0,0,0,0,0
1583,shirt,,0,0,0,0,0,0,0,0,0,0
1584,infrared,,0,0,0,0,0,0,0,0,0,0
1585,wellmade,,0,0,0,0,0,0,0,0,0,0
1586,navy,,0,0,0,0,0,0,0,0,0,0
1587,complements,,0,0,0,0,0,0,0,0,0,0
1588,dozen,,0,0,0,0,0,0,0,0,0,0
1589,items,,0,0,0,0,0,0,0,0,0,0
1590,post,,0,0,0,0,0,0,0,0,0,0
1591,minutes,,0,0,0,0,0,0,0,0,0,0
1592,sad,,0,0,0,0,0,0,0,0,0,0
1593,classics,,0,0,0,0,0,0,0,0,0,0
1594,glued,,0,0,0,0,0,0,0,0,0,0
1595,build,,0,0,0,0,0,0,0,0,0,0
1596,monday,,0,0,0,0,0,0,0,0,0,0
1597,success,,0,0,0,0,0,0,0,0,0,0
1598,opened,,0,0,0,0,0,0,0,0,0,0
1599,skate,,0,0,0,0,0,0,0,0,0,0
1600,stylebr,,0,0,0,0,0,0,0,0,0,0
1601,colorful,,0,0,0,0,0,0,0,0,0,0
1602,packaged,,0,0,0,0,0,0,0,0,0,0
1603,nostalgia,,0,0,0,0,0,0,0,0,0,0
1604,road,,0,0,0,0,0,0,0,0,0,0
1605,skating,,0,0,0,0,0,0,0,0,0,0
1606,bunch,,0,0,0,0,0,0,0,0,0,0
1607,timeless,,0,0,0,0,0,0,0,0,0,0
1608,acceptable,,0,0,0,0,0,0,0,0,0,0
1609,checking,,0,0,0,0,0,0,0,0,0,0
1610,frame,,0,0,0,0,0,0,0,0,0,0
1611,fragile,,0,0,0,0,0,0,0,0,0,0
1612,ear,,0,0,0,0,0,0,0,0,0,0
1613,separating,,0,0,0,0,0,0,0,0,0,0
1614,ag,,0,0,0,0,0,0,0,0,0,0
1615,exelent,,0,0,0,0,0,0,0,0,0,0
1616,arrive,,0,0,0,0,0,0,0,0,0,0
1617,hesitant,,0,0,0,0,0,0,0,0,0,0
1618,buenos,,0,0,0,0,0,0,0,0,0,0
1619,errands,,0,0,0,0,0,0,0,0,0,0
1620,pe,,0,0,0,0,0,0,0,0,0,0
1621,expectations,,0,0,0,0,0,0,0,0,0,0
1622,base,,0,0,0,0,0,0,0,0,0,0
1623,slim,,0,0,0,0,0,0,0,0,0,0
1624,lifting,,0,0,0,0,0,0,0,0,0,0
1625,nicer,,0,0,0,0,0,0,0,0,0,0
1626,allows,,0,0,0,0,0,0,0,0,0,0
1627,academy,,0,0,0,0,0,0,0,0,0,0
1628,soccer,,0,0,0,0,0,0,0,0,0,0
1629,example,,0,0,0,0,0,0,0,0,0,0
1630,ruined,,0,0,0,0,0,0,0,0,0,0
1631,dual,,0,0,0,0,0,0,0,0,0,0
1632,jumping,,0,0,0,0,0,0,0,0,0,0
1633,newer,,0,0,0,0,0,0,0,0,0,0
1634,wonder,,0,0,0,0,0,0,0,0,0,0
1635,authority,,0,0,0,0,0,0,0,0,0,0
1636,transaction,,0,0,0,0,0,0,0,0,0,0
1637,perfecto,,0,0,0,0,0,0,0,0,0,0
1638,diabetes,,0,0,0,0,0,0,0,0,0,0
1639,opinion,,0,0,0,0,0,0,0,0,0,0
1640,softer,,0,0,0,0,0,0,0,0,0,0
1641,bends,,0,0,0,0,0,0,0,0,0,0
1642,undone,,0,0,0,0,0,0,0,0,0,0
1643,shortly,,0,0,0,0,0,0,0,0,0,0
1644,cloth,,0,0,0,0,0,0,0,0,0,0
1645,allowing,,0,0,0,0,0,0,0,0,0,0
1646,visible,,0,0,0,0,0,0,0,0,0,0
1647,form,,0,0,0,0,0,0,0,0,0,0
1648,lace,,0,0,0,0,0,0,0,0,0,0
1649,honestly,,0,0,0,0,0,0,0,0,0,0
1650,receiving,,0,0,0,0,0,0,0,0,0,0
1651,needless,,0,0,0,0,0,0,0,0,0,0
1652,purchasing,,0,0,0,0,0,0,0,0,0,0
1653,oldest,,0,0,0,0,0,0,0,0,0,0
1654,loops,,0,0,0,0,0,0,0,0,0,0
1655,fusion,,0,0,0,0,0,0,0,0,0,0
1656,painful,,0,0,0,0,0,0,0,0,0,0
1657,tire,,0,0,0,0,0,0,0,0,0,0
1658,paper,,0,0,0,0,0,0,0,0,0,0
1659,dollar,,0,0,0,0,0,0,0,0,0,0
1660,offers,,0,0,0,0,0,0,0,0,0,0
1661,likely,,0,0,0,0,0,0,0,0,0,0
1662,lower,,0,0,0,0,0,0,0,0,0,0
1663,race,,0,0,0,0,0,0,0,0,0,0
1664,boxbr,,0,0,0,0,0,0,0,0,0,0
1665,similar,,0,0,0,0,0,0,0,0,0,0
1666,crossfit,,0,0,0,0,0,0,0,0,0,0
1667,circulation,,0,0,0,0,0,0,0,0,0,0
1668,weird,,0,0,0,0,0,0,0,0,0,0
1669,threads,,0,0,0,0,0,0,0,0,0,0
1670,completely,,0,0,0,0,0,0,0,0,0,0
1671,trash,,0,0,0,0,0,0,0,0,0,0
1672,hole,,0,0,0,0,0,0,0,0,0,0
1673,multiple,,0,0,0,0,0,0,0,0,0,0
1674,energy,,0,0,0,0,0,0,0,0,0,0
1675,clicking,,0,0,0,0,0,0,0,0,0,0
1676,uncomfortably,,0,0,0,0,0,0,0,0,0,0
1677,royal,,0,0,0,0,0,0,0,0,0,0
1678,dunk,,0,0,0,0,0,0,0,0,0,0
1679,ðŸðŸ,,0,0,0,0,0,0,0,0,0,0
1680,official,,0,0,0,0,0,0,0,0,0,0
1681,option,,0,0,0,0,0,0,0,0,0,0
1682,camo,,0,0,0,0,0,0,0,0,0,0
1683,marks,,0,0,0,0,0,0,0,0,0,0
1684,paint,,0,0,0,0,0,0,0,0,0,0
1685,hed,,0,0,0,0,0,0,0,0,0,0
1686,exception,,0,0,0,0,0,0,0,0,0,0
1687,squeeze,,0,0,0,0,0,0,0,0,0,0
1688,write,,0,0,0,0,0,0,0,0,0,0
1689,pickup,,0,0,0,0,0,0,0,0,0,0
1690,exposed,,0,0,0,0,0,0,0,0,0,0
1691,developed,,0,0,0,0,0,0,0,0,0,0
1692,shoelace,,0,0,0,0,0,0,0,0,0,0
1693,plain,,0,0,0,0,0,0,0,0,0,0
1694,chance,,0,0,0,0,0,0,0,0,0,0
1695,offs,,0,0,0,0,0,0,0,0,0,0
1696,pants,,0,0,0,0,0,0,0,0,0,0
1697,exceeded,,0,0,0,0,0,0,0,0,0,0
1698,roomier,,0,0,0,0,0,0,0,0,0,0
1699,keeping,,0,0,0,0,0,0,0,0,0,0
1700,courts,,0,0,0,0,0,0,0,0,0,0
1701,sooner,,0,0,0,0,0,0,0,0,0,0
1702,personal,,0,0,0,0,0,0,0,0,0,0
1703,adequate,,0,0,0,0,0,0,0,0,0,0
1704,dealer,,0,0,0,0,0,0,0,0,0,0
1705,identical,,0,0,0,0,0,0,0,0,0,0
1706,assumed,,0,0,0,0,0,0,0,0,0,0
1707,metal,,0,0,0,0,0,0,0,0,0,0
1708,face,,0,0,0,0,0,0,0,0,0,0
1709,beautifull,,0,0,0,0,0,0,0,0,0,0
1710,gray,,0,0,0,0,0,0,0,0,0,0
1711,ware,,0,0,0,0,0,0,0,0,0,0
1712,orange,,0,0,0,0,0,0,0,0,0,0
1713,prior,,0,0,0,0,0,0,0,0,0,0
1714,heal,,0,0,0,0,0,0,0,0,0,0
1715,trail,,0,0,0,0,0,0,0,0,0,0
1716,local,,0,0,0,0,0,0,0,0,0,0
1717,concerned,,0,0,0,0,0,0,0,0,0,0
1718,afternoon,,0,0,0,0,0,0,0,0,0,0
1719,god,,0,0,0,0,0,0,0,0,0,0
1720,weekend,,0,0,0,0,0,0,0,0,0,0
1721,stuck,,0,0,0,0,0,0,0,0,0,0
1722,skeptical,,0,0,0,0,0,0,0,0,0,0
1723,literally,,0,0,0,0,0,0,0,0,0,0
1724,definite,,0,0,0,0,0,0,0,0,0,0
1725,js,,0,0,0,0,0,0,0,0,0,0
1726,crosstraining,,0,0,0,0,0,0,0,0,0,0
1727,pattern,,0,0,0,0,0,0,0,0,0,0
1728,feather,,0,0,0,0,0,0,0,0,0,0
1729,goodness,,0,0,0,0,0,0,0,0,0,0
1730,country,,0,0,0,0,0,0,0,0,0,0
1731,single,,0,0,0,0,0,0,0,0,0,0
1732,willing,,0,0,0,0,0,0,0,0,0,0
1733,shifts,,0,0,0,0,0,0,0,0,0,0
1734,promptly,,0,0,0,0,0,0,0,0,0,0
1735,phenomenal,,0,0,0,0,0,0,0,0,0,0
1736,saturday,,0,0,0,0,0,0,0,0,0,0
1737,backup,,0,0,0,0,0,0,0,0,0,0
1738,fully,,0,0,0,0,0,0,0,0,0,0
1739,producto,,0,0,0,0,0,0,0,0,0,0
1740,figured,,0,0,0,0,0,0,0,0,0,0
1741,hey,,0,0,0,0,0,0,0,0,0,0
1742,tag,,0,0,0,0,0,0,0,0,0,0
1743,dream,,0,0,0,0,0,0,0,0,0,0
1744,birthday,,0,0,0,0,0,0,0,0,0,0
1745,turned,,0,0,0,0,0,0,0,0,0,0
1746,biggest,,0,0,0,0,0,0,0,0,0,0
1747,soooo,,0,0,0,0,0,0,0,0,0,0
1748,learned,,0,0,0,0,0,0,0,0,0,0
1749,selected,,0,0,0,0,0,0,0,0,0,0
1750,goto,,0,0,0,0,0,0,0,0,0,0
1751,grown,,0,0,0,0,0,0,0,0,0,0
1752,walmart,,0,0,0,0,0,0,0,0,0,0
1753,leaves,,0,0,0,0,0,0,0,0,0,0
1754,searched,,0,0,0,0,0,0,0,0,0,0
1755,standard,,0,0,0,0,0,0,0,0,0,0
1756,sound,,0,0,0,0,0,0,0,0,0,0
1757,designs,,0,0,0,0,0,0,0,0,0,0
1758,gloves,,0,0,0,0,0,0,0,0,0,0
1759,frees,,0,0,0,0,0,0,0,0,0,0
1760,dirt,,0,0,0,0,0,0,0,0,0,0
1761,kill,,0,0,0,0,0,0,0,0,0,0
1762,affordable,,0,0,0,0,0,0,0,0,0,0
1763,follow,,0,0,0,0,0,0,0,0,0,0
1764,standards,,0,0,0,0,0,0,0,0,0,0
1765,near,,0,0,0,0,0,0,0,0,0,0
1766,bummed,,0,0,0,0,0,0,0,0,0,0
1767,itbr,,0,0,0,0,0,0,0,0,0,0
1768,packaging,,0,0,0,0,0,0,0,0,0,0
1769,fulfilled,,0,0,0,0,0,0,0,0,0,0
1770,daybr,,0,0,0,0,0,0,0,0,0,0
1771,begin,,0,0,0,0,0,0,0,0,0,0
1772,rated,,0,0,0,0,0,0,0,0,0,0
1773,puts,,0,0,0,0,0,0,0,0,0,0
1774,code,,0,0,0,0,0,0,0,0,0,0
1775,card,,0,0,0,0,0,0,0,0,0,0
1776,teen,,0,0,0,0,0,0,0,0,0,0
1777,lifetime,,0,0,0,0,0,0,0,0,0,0
1778,comfortablebr,,0,0,0,0,0,0,0,0,0,0
1779,hit,,0,0,0,0,0,0,0,0,0,0
1780,yeah,,0,0,0,0,0,0,0,0,0,0
1781,jump,,0,0,0,0,0,0,0,0,0,0
1782,justice,,0,0,0,0,0,0,0,0,0,0
1783,weigh,,0,0,0,0,0,0,0,0,0,0
1784,pounds,,0,0,0,0,0,0,0,0,0,0
1785,meets,,0,0,0,0,0,0,0,0,0,0
1786,minimalist,,0,0,0,0,0,0,0,0,0,0
1787,grandsons,,0,0,0,0,0,0,0,0,0,0
1788,bumps,,0,0,0,0,0,0,0,0,0,0
1789,absorb,,0,0,0,0,0,0,0,0,0,0
1790,sporty,,0,0,0,0,0,0,0,0,0,0
1791,appreciated,,0,0,0,0,0,0,0,0,0,0
1792,thumbs,,0,0,0,0,0,0,0,0,0,0
1793,symbol,,0,0,0,0,0,0,0,0,0,0
1794,seams,,0,0,0,0,0,0,0,0,0,0
1795,opposite,,0,0,0,0,0,0,0,0,0,0
1796,outdoors,,0,0,0,0,0,0,0,0,0,0
1797,dusty,,0,0,0,0,0,0,0,0,0,0
1798,shaped,,0,0,0,0,0,0,0,0,0,0
1799,upper,,0,0,0,0,0,0,0,0,0,0
1800,strange,,0,0,0,0,0,0,0,0,0,0
1801,carried,,0,0,0,0,0,0,0,0,0,0
1802,attached,,0,0,0,0,0,0,0,0,0,0
1803,nikebr,,0,0,0,0,0,0,0,0,0,0
1804,label,,0,0,0,0,0,0,0,0,0,0
1805,flight,,0,0,0,0,0,0,0,0,0,0
1806,unit,,0,0,0,0,0,0,0,0,0,0
1807,protection,,0,0,0,0,0,0,0,0,0,0
1808,finish,,0,0,0,0,0,0,0,0,0,0
1809,sz,,0,0,0,0,0,0,0,0,0,0
1810,switched,,0,0,0,0,0,0,0,0,0,0
1811,foamposite,,0,0,0,0,0,0,0,0,0,0
1812,omg,,0,0,0,0,0,0,0,0,0,0
1813,flyknit,,0,0,0,0,0,0,0,0,0,0
1814,sprinting,,0,0,0,0,0,0,0,0,0,0
1815,stretchy,,0,0,0,0,0,0,0,0,0,0
1816,afraid,,0,0,0,0,0,0,0,0,0,0
1817,loosened,,0,0,0,0,0,0,0,0,0,0
1818,cardio,,0,0,0,0,0,0,0,0,0,0
1819,requires,,0,0,0,0,0,0,0,0,0,0
1820,elliptical,,0,0,0,0,0,0,0,0,0,0
1821,bike,,0,0,0,0,0,0,0,0,0,0
1822,email,,0,0,0,0,0,0,0,0,0,0
1823,upbr,,0,0,0,0,0,0,0,0,0,0
1824,impressed,,0,0,0,0,0,0,0,0,0,0
1825,breaks,,0,0,0,0,0,0,0,0,0,0
1826,pockets,,0,0,0,0,0,0,0,0,0,0
1827,nonetheless,,0,0,0,0,0,0,0,0,0,0
1828,youve,,0,0,0,0,0,0,0,0,0,0
1829,warned,,0,0,0,0,0,0,0,0,0,0
1830,vendor,,0,0,0,0,0,0,0,0,0,0
1831,alright,,0,0,0,0,0,0,0,0,0,0
1832,dance,,0,0,0,0,0,0,0,0,0,0
1833,ðŸŒ,,0,0,0,0,0,0,0,0,0,0
1834,shopping,,0,0,0,0,0,0,0,0,0,0
1835,receive,,0,0,0,0,0,0,0,0,0,0
1836,trim,,0,0,0,0,0,0,0,0,0,0
1837,hidden,,0,0,0,0,0,0,0,0,0,0
1838,lightbr,,0,0,0,0,0,0,0,0,0,0
1839,reasonably,,0,0,0,0,0,0,0,0,0,0
1840,barefoot,,0,0,0,0,0,0,0,0,0,0
1841,basically,,0,0,0,0,0,0,0,0,0,0
1842,verry,,0,0,0,0,0,0,0,0,0,0
1843,possible,,0,0,0,0,0,0,0,0,0,0
1844,stylin,,0,0,0,0,0,0,0,0,0,0
1845,rolled,,0,0,0,0,0,0,0,0,0,0
1846,roll,,0,0,0,0,0,0,0,0,0,0
1847,edge,,0,0,0,0,0,0,0,0,0,0
1848,asleep,,0,0,0,0,0,0,0,0,0,0
1849,everybody,,0,0,0,0,0,0,0,0,0,0
1850,continuous,,0,0,0,0,0,0,0,0,0,0
1851,happen,,0,0,0,0,0,0,0,0,0,0
1852,lounging,,0,0,0,0,0,0,0,0,0,0
1853,replacing,,0,0,0,0,0,0,0,0,0,0
1854,separate,,0,0,0,0,0,0,0,0,0,0
1855,annoying,,0,0,0,0,0,0,0,0,0,0
1856,perfectlybr,,0,0,0,0,0,0,0,0,0,0
1857,rate,,0,0,0,0,0,0,0,0,0,0
1858,avoid,,0,0,0,0,0,0,0,0,0,0
1859,shin,,0,0,0,0,0,0,0,0,0,0
1860,class,,0,0,0,0,0,0,0,0,0,0
1861,intended,,0,0,0,0,0,0,0,0,0,0
1862,sooooo,,0,0,0,0,0,0,0,0,0,0
1863,exceptional,,0,0,0,0,0,0,0,0,0,0
1864,moves,,0,0,0,0,0,0,0,0,0,0
1865,winner,,0,0,0,0,0,0,0,0,0,0
1866,zumba,,0,0,0,0,0,0,0,0,0,0
1867,classes,,0,0,0,0,0,0,0,0,0,0
1868,mebr,,0,0,0,0,0,0,0,0,0,0
1869,tip,,0,0,0,0,0,0,0,0,0,0
1870,whatsoever,,0,0,0,0,0,0,0,0,0,0
1871,bank,,0,0,0,0,0,0,0,0,0,0
1872,shouldve,,0,0,0,0,0,0,0,0,0,0
1873,flyknits,,0,0,0,0,0,0,0,0,0,0
1874,adjusted,,0,0,0,0,0,0,0,0,0,0
1875,unless,,0,0,0,0,0,0,0,0,0,0
1876,injured,,0,0,0,0,0,0,0,0,0,0
1877,compliment,,0,0,0,0,0,0,0,0,0,0
1878,figure,,0,0,0,0,0,0,0,0,0,0
1879,brighter,,0,0,0,0,0,0,0,0,0,0
1880,event,,0,0,0,0,0,0,0,0,0,0
1881,beautifully,,0,0,0,0,0,0,0,0,0,0
1882,reality,,0,0,0,0,0,0,0,0,0,0
1883,lose,,0,0,0,0,0,0,0,0,0,0
1884,soo,,0,0,0,0,0,0,0,0,0,0
1885,aside,,0,0,0,0,0,0,0,0,0,0
1886,sense,,0,0,0,0,0,0,0,0,0,0
1887,orthotics,,0,0,0,0,0,0,0,0,0,0
1888,loosening,,0,0,0,0,0,0,0,0,0,0
1889,entirely,,0,0,0,0,0,0,0,0,0,0
1890,ridiculous,,0,0,0,0,0,0,0,0,0,0
1891,ventilated,,0,0,0,0,0,0,0,0,0,0
1892,carpet,,0,0,0,0,0,0,0,0,0,0
1893,schools,,0,0,0,0,0,0,0,0,0,0
1894,gliding,,0,0,0,0,0,0,0,0,0,0
1895,shoesthey,,0,0,0,0,0,0,0,0,0,0
1896,flatfooted,,0,0,0,0,0,0,0,0,0,0
1897,idea,,0,0,0,0,0,0,0,0,0,0
1898,originally,,0,0,0,0,0,0,0,0,0,0
1899,spectacular,,0,0,0,0,0,0,0,0,0,0
1900,check,,0,0,0,0,0,0,0,0,0,0
1901,greater,,0,0,0,0,0,0,0,0,0,0
1902,edition,,0,0,0,0,0,0,0,0,0,0
1903,fewer,,0,0,0,0,0,0,0,0,0,0
1904,types,,0,0,0,0,0,0,0,0,0,0
1905,decision,,0,0,0,0,0,0,0,0,0,0
1906,considering,,0,0,0,0,0,0,0,0,0,0
1907,despite,,0,0,0,0,0,0,0,0,0,0
1908,advice,,0,0,0,0,0,0,0,0,0,0
1909,usps,,0,0,0,0,0,0,0,0,0,0
1910,communication,,0,0,0,0,0,0,0,0,0,0
1911,waste,,0,0,0,0,0,0,0,0,0,0
1912,crap,,0,0,0,0,0,0,0,0,0,0
1913,seriously,,0,0,0,0,0,0,0,0,0,0
1914,chart,,0,0,0,0,0,0,0,0,0,0
1915,frequently,,0,0,0,0,0,0,0,0,0,0
1916,trust,,0,0,0,0,0,0,0,0,0,0
1917,flimsy,,0,0,0,0,0,0,0,0,0,0
1918,fond,,0,0,0,0,0,0,0,0,0,0
1919,combo,,0,0,0,0,0,0,0,0,0,0
1920,directly,,0,0,0,0,0,0,0,0,0,0
1921,teenage,,0,0,0,0,0,0,0,0,0,0
1922,movement,,0,0,0,0,0,0,0,0,0,0
1923,rarely,,0,0,0,0,0,0,0,0,0,0
1924,tall,,0,0,0,0,0,0,0,0,0,0
1925,pressed,,0,0,0,0,0,0,0,0,0,0
1926,ahead,,0,0,0,0,0,0,0,0,0,0
1927,minimal,,0,0,0,0,0,0,0,0,0,0
1928,deadlifts,,0,0,0,0,0,0,0,0,0,0
1929,view,,0,0,0,0,0,0,0,0,0,0
1930,bend,,0,0,0,0,0,0,0,0,0,0
1931,moving,,0,0,0,0,0,0,0,0,0,0
1932,grandma,,0,0,0,0,0,0,0,0,0,0
1933,known,,0,0,0,0,0,0,0,0,0,0
1934,youll,,0,0,0,0,0,0,0,0,0,0
1935,produced,,0,0,0,0,0,0,0,0,0,0
1936,understand,,0,0,0,0,0,0,0,0,0,0
1937,variety,,0,0,0,0,0,0,0,0,0,0
1938,term,,0,0,0,0,0,0,0,0,0,0
1939,compare,,0,0,0,0,0,0,0,0,0,0
1940,measured,,0,0,0,0,0,0,0,0,0,0
1941,lives,,0,0,0,0,0,0,0,0,0,0
1942,common,,0,0,0,0,0,0,0,0,0,0
1943,youbr,,0,0,0,0,0,0,0,0,0,0
1944,floor,,0,0,0,0,0,0,0,0,0,0
1945,travel,,0,0,0,0,0,0,0,0,0,0
1946,knows,,0,0,0,0,0,0,0,0,0,0
1947,selection,,0,0,0,0,0,0,0,0,0,0
1948,hated,,0,0,0,0,0,0,0,0,0,0
1949,alittle,,0,0,0,0,0,0,0,0,0,0
1950,supports,,0,0,0,0,0,0,0,0,0,0
1951,bed,,0,0,0,0,0,0,0,0,0,0
1952,styling,,0,0,0,0,0,0,0,0,0,0
1953,bare,,0,0,0,0,0,0,0,0,0,0
1954,stick,,0,0,0,0,0,0,0,0,0,0
1955,tr,,0,0,0,0,0,0,0,0,0,0
1956,loud,,0,0,0,0,0,0,0,0,0,0
1957,aspect,,0,0,0,0,0,0,0,0,0,0
1958,low,,0,0,0,0,0,0,0,0,0,0
1959,tighten,,0,0,0,0,0,0,0,0,0,0
1960,hip,,0,0,0,0,0,0,0,0,0,0
1961,canvas,,0,0,0,0,0,0,0,0,0,0
1962,awkward,,0,0,0,0,0,0,0,0,0,0
1963,photos,,0,0,0,0,0,0,0,0,0,0
1964,continued,,0,0,0,0,0,0,0,0,0,0
1965,longboarding,,0,0,0,0,0,0,0,0,0,0
1966,peeling,,0,0,0,0,0,0,0,0,0,0
1967,section,,0,0,0,0,0,0,0,0,0,0
1968,platforms,,0,0,0,0,0,0,0,0,0,0
1969,google,,0,0,0,0,0,0,0,0,0,0
1970,tape,,0,0,0,0,0,0,0,0,0,0
1971,trick,,0,0,0,0,0,0,0,0,0,0
1972,underneath,,0,0,0,0,0,0,0,0,0,0
1973,ripping,,0,0,0,0,0,0,0,0,0,0
1974,superb,,0,0,0,0,0,0,0,0,0,0
1975,pass,,0,0,0,0,0,0,0,0,0,0
1976,april,,0,0,0,0,0,0,0,0,0,0
1977,hug,,0,0,0,0,0,0,0,0,0,0
1978,fancy,,0,0,0,0,0,0,0,0,0,0
1979,attire,,0,0,0,0,0,0,0,0,0,0
1980,vary,,0,0,0,0,0,0,0,0,0,0
1981,causes,,0,0,0,0,0,0,0,0,0,0
1982,comfortbr,,0,0,0,0,0,0,0,0,0,0
1983,listed,,0,0,0,0,0,0,0,0,0,0
1984,factory,,0,0,0,0,0,0,0,0,0,0
1985,itll,,0,0,0,0,0,0,0,0,0,0
1986,couldve,,0,0,0,0,0,0,0,0,0,0
1987,spare,,0,0,0,0,0,0,0,0,0,0
1988,comfortablei,,0,0,0,0,0,0,0,0,0,0
1989,squats,,0,0,0,0,0,0,0,0,0,0
1990,expectation,,0,0,0,0,0,0,0,0,0,0
1991,caught,,0,0,0,0,0,0,0,0,0,0
1992,stayed,,0,0,0,0,0,0,0,0,0,0
1993,hrs,,0,0,0,0,0,0,0,0,0,0
1994,performed,,0,0,0,0,0,0,0,0,0,0
1995,lunarglide,,0,0,0,0,0,0,0,0,0,0
1996,cuts,,0,0,0,0,0,0,0,0,0,0
1997,provided,,0,0,0,0,0,0,0,0,0,0
1998,timing,,0,0,0,0,0,0,0,0,0,0
1999,walls,,0,0,0,0,0,0,0,0,0,0
2000,game,,0,0,0,0,0,0,0,0,0,0
2001,reinforced,,0,0,0,0,0,0,0,0,0,0
2002,direction,,0,0,0,0,0,0,0,0,0,0
2003,land,,0,0,0,0,0,0,0,0,0,0
2004,recommendation,,0,0,0,0,0,0,0,0,0,0
2005,instep,,0,0,0,0,0,0,0,0,0,0
2006,cheapest,,0,0,0,0,0,0,0,0,0,0
2007,measure,,0,0,0,0,0,0,0,0,0,0
2008,tounge,,0,0,0,0,0,0,0,0,0,0
2009,partially,,0,0,0,0,0,0,0,0,0,0
2010,backs,,0,0,0,0,0,0,0,0,0,0
2011,risk,,0,0,0,0,0,0,0,0,0,0
2012,serve,,0,0,0,0,0,0,0,0,0,0
2013,covered,,0,0,0,0,0,0,0,0,0,0
2014,couch,,0,0,0,0,0,0,0,0,0,0
2015,weights,,0,0,0,0,0,0,0,0,0,0
2016,grass,,0,0,0,0,0,0,0,0,0,0
2017,loop,,0,0,0,0,0,0,0,0,0,0
2018,useless,,0,0,0,0,0,0,0,0,0,0
2019,luckily,,0,0,0,0,0,0,0,0,0,0
2020,worry,,0,0,0,0,0,0,0,0,0,0
2021,required,,0,0,0,0,0,0,0,0,0,0
2022,ya,,0,0,0,0,0,0,0,0,0,0
2023,sweet,,0,0,0,0,0,0,0,0,0,0
2024,pleasantly,,0,0,0,0,0,0,0,0,0,0
2025,liking,,0,0,0,0,0,0,0,0,0,0
2026,specially,,0,0,0,0,0,0,0,0,0,0
2027,purple,,0,0,0,0,0,0,0,0,0,0
2028,firmly,,0,0,0,0,0,0,0,0,0,0
2029,jogging,,0,0,0,0,0,0,0,0,0,0
2030,alternative,,0,0,0,0,0,0,0,0,0,0
2031,agile,,0,0,0,0,0,0,0,0,0,0
2032,reminded,,0,0,0,0,0,0,0,0,0,0
2033,moderate,,0,0,0,0,0,0,0,0,0,0
2034,regularly,,0,0,0,0,0,0,0,0,0,0
2035,deployed,,0,0,0,0,0,0,0,0,0,0
2036,buyer,,0,0,0,0,0,0,0,0,0,0
2037,reviewed,,0,0,0,0,0,0,0,0,0,0
2038,eu,,0,0,0,0,0,0,0,0,0,0
2039,lebron,,0,0,0,0,0,0,0,0,0,0
