Number of pairs,46245.000000
Number of unique pairs,5867
Average pair frequency,7.882223
Pair entropy,8.084944

Pair,Frequency,Proportion,Entropy Term,Mutual Information
kid shoes,3.000000,0.000065,0.000626,0.965053
kid love,4.000000,0.000086,0.000809,2.194888
kid happy,3.000000,0.000065,0.000626,3.496799
kid loves,9.000000,0.000195,0.001663,3.919964
save money,3.000000,0.000065,0.000626,6.103545
actually pair,3.000000,0.000065,0.000626,1.712248
actually comfortable,3.000000,0.000065,0.000626,1.139022
actually play,3.000000,0.000065,0.000626,4.011531
recommend nice,4.000000,0.000086,0.000809,1.062493
recommend great,5.000000,0.000108,0.000987,0.157402
recommend shoe,9.000000,0.000195,0.001663,0.960537
recommend shoes,26.000000,0.000562,0.004207,1.389936
recommend nike,3.000000,0.000065,0.000626,0.764408
recommend love,3.000000,0.000065,0.000626,0.172605
recommend size,11.000000,0.000238,0.001985,1.565624
recommend buying,7.000000,0.000151,0.001331,3.617594
recommend bought,3.000000,0.000065,0.000626,1.172464
recommend going,3.000000,0.000065,0.000626,2.972036
recommend half,12.000000,0.000259,0.002143,3.332921
recommend style,3.000000,0.000065,0.000626,2.244203
recommend good,6.000000,0.000130,0.001161,0.894066
recommend running,3.000000,0.000065,0.000626,1.456262
recommend seller,8.000000,0.000173,0.001499,3.741556
recommend looking,11.000000,0.000238,0.001985,3.010187
recommend br,3.000000,0.000065,0.000626,2.034790
recommend try,3.000000,0.000065,0.000626,3.032660
recommend people,3.000000,0.000065,0.000626,3.240300
recommend buyers,3.000000,0.000065,0.000626,5.468777
recommend ordering,7.000000,0.000151,0.001331,4.310741
recommend anybody,5.000000,0.000108,0.000987,5.979602
recommend friends,3.000000,0.000065,0.000626,4.642098
ok nice,5.000000,0.000108,0.000987,2.301773
ok like,4.000000,0.000086,0.000809,1.893045
ok shoe,4.000000,0.000086,0.000809,1.165743
ok shoes,3.000000,0.000065,0.000626,0.246588
ok love,5.000000,0.000108,0.000987,1.699566
ok little,3.000000,0.000065,0.000626,2.176994
ok good,5.000000,0.000108,0.000987,1.727880
year ago,7.000000,0.000151,0.001331,4.553391
year shoe,4.000000,0.000086,0.000809,0.332834
year shoes,5.000000,0.000108,0.000987,-0.075495
year old,82.000000,0.001773,0.011233,5.535383
year daughter,8.000000,0.000173,0.001499,3.734556
year half,4.000000,0.000086,0.000809,2.417536
year wear,3.000000,0.000065,0.000626,0.955427
year grandson,6.000000,0.000130,0.001161,3.716350
year ive,3.000000,0.000065,0.000626,1.887487
year loved,4.000000,0.000086,0.000809,2.552877
year son,28.000000,0.000605,0.004486,3.530720
year loves,7.000000,0.000151,0.001331,2.117275
year round,5.000000,0.000108,0.000987,4.850643
walking like,5.000000,0.000108,0.000987,1.283279
walking great,3.000000,0.000065,0.000626,-0.170196
walking shoe,5.000000,0.000108,0.000987,0.555977
walking shoes,13.000000,0.000281,0.002299,0.880016
walking feet,3.000000,0.000065,0.000626,1.189385
walking really,4.000000,0.000086,0.000809,1.722281
walking day,7.000000,0.000151,0.001331,2.570281
walking air,8.000000,0.000173,0.001499,3.167097
walking comfortable,7.000000,0.000151,0.001331,1.061844
walking running,16.000000,0.000346,0.002757,3.313466
walking hard,4.000000,0.000086,0.000809,3.176066
walking long,4.000000,0.000086,0.000809,2.715112
walking best,3.000000,0.000065,0.000626,2.048838
walking holes,7.000000,0.000151,0.001331,4.384769
walking cloud,4.000000,0.000086,0.000809,5.939686
walking clouds,9.000000,0.000195,0.001663,6.131577
walking course,8.000000,0.000173,0.001499,4.147926
long shoe,3.000000,0.000065,0.000626,0.089604
long shoes,5.000000,0.000108,0.000987,-0.031043
long narrow,4.000000,0.000086,0.000809,2.149304
long day,4.000000,0.000086,0.000809,2.055117
long time,43.000000,0.000930,0.006491,4.173727
long good,4.000000,0.000086,0.000809,0.716279
long comfortable,4.000000,0.000086,0.000809,0.546680
long wearing,4.000000,0.000086,0.000809,2.527370
long running,3.000000,0.000065,0.000626,1.683941
long runs,4.000000,0.000086,0.000809,3.266609
long lasting,3.000000,0.000065,0.000626,6.032928
long walks,4.000000,0.000086,0.000809,5.096834
long sure,3.000000,0.000065,0.000626,3.017393
long distance,4.000000,0.000086,0.000809,5.732823
long periods,5.000000,0.000108,0.000987,6.361432
replaced nike,3.000000,0.000065,0.000626,3.764675
highly shoe,4.000000,0.000086,0.000809,1.105118
highly shoes,9.000000,0.000195,0.001663,1.284576
highly looking,3.000000,0.000065,0.000626,2.666416
highly recommend,52.000000,0.001124,0.007636,5.824667
highly recommended,21.000000,0.000454,0.003495,6.404086
end day,9.000000,0.000195,0.001663,4.481183
started heel,3.000000,0.000065,0.000626,4.494107
started toe,3.000000,0.000065,0.000626,3.924093
started wearing,3.000000,0.000065,0.000626,3.498149
started running,4.000000,0.000086,0.000809,3.230084
started apart,4.000000,0.000086,0.000809,5.754522
started hurting,3.000000,0.000065,0.000626,6.502931
started falling,4.000000,0.000086,0.000809,6.480459
started peeling,3.000000,0.000065,0.000626,7.802214
excelente great,8.000000,0.000173,0.001499,1.965126
excelente shoe,6.000000,0.000130,0.001161,1.892792
excelente shoes,11.000000,0.000238,0.001985,1.867455
excelente love,8.000000,0.000173,0.001499,2.491154
excelente awesome,3.000000,0.000065,0.000626,2.968581
excelente comfortable,3.000000,0.000065,0.000626,1.369038
excelente producto,5.000000,0.000108,0.000987,7.066008
excelente gracias,3.000000,0.000065,0.000626,7.653794
thicker socks,6.000000,0.000130,0.001161,5.888237
normal shoe,9.000000,0.000195,0.001663,1.964251
normal shoes,8.000000,0.000173,0.001499,1.214995
normal size,21.000000,0.000454,0.003495,3.215965
normal fit,6.000000,0.000130,0.001161,1.818530
normal nikes,4.000000,0.000086,0.000809,3.518697
normal air,3.000000,0.000065,0.000626,3.006754
normal wear,5.000000,0.000108,0.000987,2.286739
normal width,3.000000,0.000065,0.000626,3.843690
normal foot,4.000000,0.000086,0.000809,2.808929
insole shoe,4.000000,0.000086,0.000809,2.328894
slippersbr br,3.000000,0.000065,0.000626,6.334340
br nice,4.000000,0.000086,0.000809,1.080759
br like,3.000000,0.000065,0.000626,0.607492
br great,7.000000,0.000151,0.001331,0.512140
br shoe,12.000000,0.000259,0.002143,1.266485
br shoes,16.000000,0.000346,0.002757,0.922694
br nike,7.000000,0.000151,0.001331,1.629971
br love,7.000000,0.000151,0.001331,1.038168
br colors,3.000000,0.000065,0.000626,2.383096
br run,3.000000,0.000065,0.000626,1.686749
br size,9.000000,0.000195,0.001663,1.383219
br narrow,3.000000,0.000065,0.000626,1.652209
br really,3.000000,0.000065,0.000626,1.269637
br fit,9.000000,0.000195,0.001663,1.238547
br awesome,3.000000,0.000065,0.000626,1.649127
br color,4.000000,0.000086,0.000809,1.842899
br little,3.000000,0.000065,0.000626,1.179123
br pair,3.000000,0.000065,0.000626,0.622810
br ordered,3.000000,0.000065,0.000626,1.752780
br feel,3.000000,0.000065,0.000626,1.500707
br glad,3.000000,0.000065,0.000626,3.372509
br wear,7.000000,0.000151,0.001331,1.637763
br good,8.000000,0.000173,0.001499,1.200013
br comfortable,3.000000,0.000065,0.000626,0.049584
br ive,3.000000,0.000065,0.000626,1.722525
br seller,3.000000,0.000065,0.000626,2.778992
br recommend,3.000000,0.000065,0.000626,2.034790
br highly,3.000000,0.000065,0.000626,2.990301
br overall,5.000000,0.000108,0.000987,3.348658
br update,4.000000,0.000086,0.000809,4.830263
br prosbr,3.000000,0.000065,0.000626,6.046658
br consbr,3.000000,0.000065,0.000626,6.046658
sore feet,4.000000,0.000086,0.000809,4.389418
felt like,16.000000,0.000346,0.002757,3.254647
felt great,8.000000,0.000173,0.001499,1.618849
felt feet,3.000000,0.000065,0.000626,1.997602
felt little,3.000000,0.000065,0.000626,2.152302
felt pair,3.000000,0.000065,0.000626,1.595988
felt tight,6.000000,0.000130,0.001161,3.550202
felt good,7.000000,0.000151,0.001331,2.039660
felt comfortable,4.000000,0.000086,0.000809,1.310444
felt fine,3.000000,0.000065,0.000626,3.852254
tongue shoe,14.000000,0.000303,0.002453,2.610878
tongue shoes,4.000000,0.000086,0.000809,0.726642
tongue little,3.000000,0.000065,0.000626,2.369366
tongue good,3.000000,0.000065,0.000626,1.409427
tongue arch,3.000000,0.000065,0.000626,3.599314
tongue material,3.000000,0.000065,0.000626,4.305707
tried shoe,3.000000,0.000065,0.000626,0.706211
tried shoes,5.000000,0.000108,0.000987,0.585564
tried nike,3.000000,0.000065,0.000626,1.608694
tried fit,5.000000,0.000108,0.000987,1.476781
tried pairs,4.000000,0.000086,0.000809,3.679120
tried pair,4.000000,0.000086,0.000809,1.736512
tried feel,4.000000,0.000086,0.000809,2.614410
tried different,7.000000,0.000151,0.001331,4.143426
tried wear,4.000000,0.000086,0.000809,1.904168
tried comfortable,3.000000,0.000065,0.000626,0.875605
tried foot,3.000000,0.000065,0.000626,2.361819
tried house,3.000000,0.000065,0.000626,4.648055
tried couple,3.000000,0.000065,0.000626,3.968513
tried store,6.000000,0.000130,0.001161,4.533279
tried brands,5.000000,0.000108,0.000987,5.402503
walked house,3.000000,0.000065,0.000626,5.943835
walked holes,5.000000,0.000108,0.000987,6.005136
blisters feet,3.000000,0.000065,0.000626,3.003123
blisters toes,3.000000,0.000065,0.000626,4.992812
thought nike,3.000000,0.000065,0.000626,1.731754
thought small,3.000000,0.000065,0.000626,2.191717
thought size,3.000000,0.000065,0.000626,1.233687
thought perfect,3.000000,0.000065,0.000626,1.871775
thought little,3.000000,0.000065,0.000626,2.128204
thought going,3.000000,0.000065,0.000626,3.939382
thought comfortable,3.000000,0.000065,0.000626,0.998665
thought try,3.000000,0.000065,0.000626,4.000006
thought red,3.000000,0.000065,0.000626,4.271159
thought id,4.000000,0.000086,0.000809,4.819567
went shoe,4.000000,0.000086,0.000809,1.191061
went nike,4.000000,0.000086,0.000809,2.093544
went size,13.000000,0.000281,0.002299,2.774132
went half,4.000000,0.000086,0.000809,3.275763
went normal,3.000000,0.000065,0.000626,4.061692
went online,3.000000,0.000065,0.000626,4.524315
went store,5.000000,0.000108,0.000987,4.548126
went away,3.000000,0.000065,0.000626,4.671951
dress shoe,3.000000,0.000065,0.000626,3.062863
dress shoes,5.000000,0.000108,0.000987,2.942216
husband like,6.000000,0.000130,0.001161,1.630681
husband shoes,12.000000,0.000259,0.002143,0.965053
husband love,6.000000,0.000130,0.001161,1.214058
husband size,3.000000,0.000065,0.000626,0.614648
husband feet,3.000000,0.000065,0.000626,1.354465
husband really,7.000000,0.000151,0.001331,2.446977
husband day,4.000000,0.000086,0.000809,2.175745
husband comfortable,4.000000,0.000086,0.000809,0.667308
husband house,3.000000,0.000065,0.000626,4.152076
husband says,4.000000,0.000086,0.000809,3.719942
husband loved,21.000000,0.000454,0.003495,4.376185
husband loves,30.000000,0.000649,0.004762,3.737642
husband said,6.000000,0.000130,0.001161,3.668649
husband liked,4.000000,0.000086,0.000809,3.802180
husband fathers,3.000000,0.000065,0.000626,5.123936
husband wears,5.000000,0.000108,0.000987,3.555320
husband likes,6.000000,0.000130,0.001161,4.193461
enjoy wearing,4.000000,0.000086,0.000809,4.478979
forward buying,4.000000,0.000086,0.000809,5.365098
forward wearing,3.000000,0.000065,0.000626,4.319130
using shoe,3.000000,0.000065,0.000626,1.546516
using running,3.000000,0.000065,0.000626,3.140853
using cleats,3.000000,0.000065,0.000626,4.836598
daily shoe,3.000000,0.000065,0.000626,1.927883
daily wear,4.000000,0.000086,0.000809,3.125840
daily work,3.000000,0.000065,0.000626,4.304495
try shoe,4.000000,0.000086,0.000809,1.165743
try shoes,5.000000,0.000108,0.000987,0.757414
try nike,3.000000,0.000065,0.000626,1.780544
try size,3.000000,0.000065,0.000626,1.282477
try different,3.000000,0.000065,0.000626,3.467978
try sizes,3.000000,0.000065,0.000626,4.182328
try store,3.000000,0.000065,0.000626,4.011982
try golf,3.000000,0.000065,0.000626,2.590181
works great,6.000000,0.000130,0.001161,2.100300
works fine,3.000000,0.000065,0.000626,4.621387
says like,4.000000,0.000086,0.000809,1.944338
says great,5.000000,0.000108,0.000987,1.224832
says light,3.000000,0.000065,0.000626,2.858099
says shoes,9.000000,0.000195,0.001663,1.396494
says size,3.000000,0.000065,0.000626,1.333771
says really,4.000000,0.000086,0.000809,2.606484
says fit,4.000000,0.000086,0.000809,1.476781
says good,6.000000,0.000130,0.001161,1.961495
says comfortable,24.000000,0.000519,0.003925,3.178190
says theyre,5.000000,0.000108,0.000987,3.893076
quick great,7.000000,0.000151,0.001331,1.643542
quick shipping,4.000000,0.000086,0.000809,3.620928
quick delivery,20.000000,0.000432,0.003350,5.649290
quick good,3.000000,0.000065,0.000626,1.350586
footwear good,3.000000,0.000065,0.000626,2.891031
vibrant colors,3.000000,0.000065,0.000626,5.198044
vibrant color,4.000000,0.000086,0.000809,4.657847
delivered expected,9.000000,0.000195,0.001663,3.675905
delivered time,19.000000,0.000411,0.003204,4.416576
delivered right,3.000000,0.000065,0.000626,3.340684
delivered quick,4.000000,0.000086,0.000809,4.741163
delivered quickly,5.000000,0.000108,0.000987,5.135264
delivered fast,3.000000,0.000065,0.000626,3.229705
delivered timely,5.000000,0.000108,0.000987,6.440213
classic look,3.000000,0.000065,0.000626,2.917596
classic sneaker,3.000000,0.000065,0.000626,4.501943
classic nike,4.000000,0.000086,0.000809,2.866734
wanted nice,3.000000,0.000065,0.000626,1.290172
wanted look,3.000000,0.000065,0.000626,1.618313
wanted great,5.000000,0.000108,0.000987,0.672763
wanted shoe,3.000000,0.000065,0.000626,0.377286
wanted shoes,10.000000,0.000216,0.001825,0.949786
wanted expected,5.000000,0.000108,0.000987,2.316190
wanted pair,11.000000,0.000238,0.001985,2.419188
wanted wear,3.000000,0.000065,0.000626,1.287561
wanted try,3.000000,0.000065,0.000626,3.548021
wanted wait,3.000000,0.000065,0.000626,4.464312
wanted black,3.000000,0.000065,0.000626,3.185116
wanted golf,4.000000,0.000086,0.000809,2.377088
didnt look,5.000000,0.000108,0.000987,1.852885
didnt like,15.000000,0.000324,0.002606,2.437772
didnt shoes,5.000000,0.000108,0.000987,-0.019615
didnt nike,3.000000,0.000065,0.000626,1.003515
didnt size,3.000000,0.000065,0.000626,0.505449
didnt fit,10.000000,0.000216,0.001825,1.564749
didnt know,6.000000,0.000130,0.001161,3.702551
didnt return,4.000000,0.000086,0.000809,2.999834
didnt feel,5.000000,0.000108,0.000987,2.232375
didnt wear,8.000000,0.000173,0.001499,1.992137
didnt pay,5.000000,0.000108,0.000987,4.314472
didnt good,3.000000,0.000065,0.000626,0.440026
didnt want,15.000000,0.000324,0.002606,4.451048
didnt long,6.000000,0.000130,0.001161,3.176458
didnt expect,6.000000,0.000130,0.001161,4.321590
didnt work,3.000000,0.000065,0.000626,2.477645
didnt amazon,5.000000,0.000108,0.000987,3.215860
didnt wait,4.000000,0.000086,0.000809,4.475741
didnt care,3.000000,0.000065,0.000626,4.820581
didnt realize,9.000000,0.000195,0.001663,6.113349
didnt come,3.000000,0.000065,0.000626,3.761974
amazing great,6.000000,0.000130,0.001161,0.942096
amazing shoe,5.000000,0.000108,0.000987,0.975123
amazing shoes,18.000000,0.000389,0.003056,1.624584
amazing fit,7.000000,0.000151,0.001331,1.571339
amazing perfect,5.000000,0.000108,0.000987,2.017626
amazing pair,3.000000,0.000065,0.000626,1.206917
amazing person,3.000000,0.000065,0.000626,4.065815
amazing comfortable,7.000000,0.000151,0.001331,1.480989
amazing price,3.000000,0.000065,0.000626,2.063816
amazing quality,3.000000,0.000065,0.000626,2.456377
solid shoe,6.000000,0.000130,0.001161,2.342317
solid shoes,5.000000,0.000108,0.000987,1.528523
jeans shorts,6.000000,0.000130,0.001161,7.617119
best great,6.000000,0.000130,0.001161,0.188810
best shoe,37.000000,0.000800,0.005705,2.223317
best shoes,72.000000,0.001557,0.010066,2.257593
best nike,7.000000,0.000151,0.001331,1.460792
best love,5.000000,0.000108,0.000987,0.532517
best fit,4.000000,0.000086,0.000809,0.258438
best nikes,4.000000,0.000086,0.000809,2.364070
best support,3.000000,0.000065,0.000626,1.452633
best pair,11.000000,0.000238,0.001985,1.752914
best sneakers,6.000000,0.000130,0.001161,2.343793
best bought,8.000000,0.000173,0.001499,2.002380
best good,4.000000,0.000086,0.000809,0.337687
best comfortable,4.000000,0.000086,0.000809,0.168087
best training,3.000000,0.000065,0.000626,3.413626
best running,11.000000,0.000238,0.001985,2.604632
best ive,20.000000,0.000432,0.003350,3.450467
best basketball,3.000000,0.000065,0.000626,2.459753
best looking,4.000000,0.000086,0.000809,1.847673
best husband,3.000000,0.000065,0.000626,2.213918
best market,3.000000,0.000065,0.000626,5.066549
best brand,3.000000,0.000065,0.000626,2.881747
best thing,3.000000,0.000065,0.000626,2.907065
best owned,7.000000,0.000151,0.001331,3.486099
best cleats,6.000000,0.000130,0.001161,3.694241
best golf,18.000000,0.000389,0.003056,3.214891
best flip,4.000000,0.000086,0.000809,4.117468
best flops,3.000000,0.000065,0.000626,4.085720
loved nice,4.000000,0.000086,0.000809,1.127937
loved look,4.000000,0.000086,0.000809,1.456078
loved great,5.000000,0.000108,0.000987,0.222846
loved shoe,8.000000,0.000173,0.001499,0.908198
loved shoes,36.000000,0.000778,0.005572,1.780803
loved nike,3.000000,0.000065,0.000626,0.829852
loved love,4.000000,0.000086,0.000809,0.525731
loved narrow,3.000000,0.000065,0.000626,1.699387
loved fit,8.000000,0.000173,0.001499,1.167942
loved color,4.000000,0.000086,0.000809,1.890077
loved little,3.000000,0.000065,0.000626,1.226302
loved pair,4.000000,0.000086,0.000809,0.957670
loved sneakers,3.000000,0.000065,0.000626,1.867003
loved way,5.000000,0.000108,0.000987,2.728266
loved good,3.000000,0.000065,0.000626,0.266363
loved comfortable,3.000000,0.000065,0.000626,0.096763
loved son,3.000000,0.000065,0.000626,1.179345
loved looked,3.000000,0.000065,0.000626,3.336996
loved gift,3.000000,0.000065,0.000626,2.958342
loved golf,4.000000,0.000086,0.000809,1.927171
sides shoe,3.000000,0.000065,0.000626,1.596526
sides feet,5.000000,0.000108,0.000987,3.251585
extremely great,3.000000,0.000065,0.000626,0.429619
extremely light,9.000000,0.000195,0.001663,3.672324
extremely narrow,7.000000,0.000151,0.001331,3.264283
extremely pair,3.000000,0.000065,0.000626,1.387587
extremely tight,3.000000,0.000065,0.000626,2.648653
extremely happy,4.000000,0.000086,0.000809,2.832922
extremely weight,3.000000,0.000065,0.000626,3.602609
extremely comfortable,45.000000,0.000973,0.006748,3.522411
extremely fast,4.000000,0.000086,0.000809,3.013141
extremely durable,3.000000,0.000065,0.000626,3.993037
ended buying,4.000000,0.000086,0.000809,5.365098
ended getting,4.000000,0.000086,0.000809,5.665684
ended giving,4.000000,0.000086,0.000809,7.065050
ended keeping,3.000000,0.000065,0.000626,6.726075
runs small,39.000000,0.000843,0.005969,4.524045
runs size,8.000000,0.000173,0.001499,1.981894
runs narrow,5.000000,0.000108,0.000987,2.879493
runs little,16.000000,0.000346,0.002757,3.569558
runs big,7.000000,0.000151,0.001331,3.698391
runs half,3.000000,0.000065,0.000626,2.681350
runs smaller,4.000000,0.000086,0.000809,3.745745
runs normal,3.000000,0.000065,0.000626,3.754961
runs large,6.000000,0.000130,0.001161,4.485849
runs miles,5.000000,0.000108,0.000987,4.582699
pleased product,3.000000,0.000065,0.000626,2.726374
pleased shoe,5.000000,0.000108,0.000987,1.401465
pleased shoes,10.000000,0.000216,0.001825,1.463140
pleased fit,6.000000,0.000130,0.001161,1.843531
pleased bought,3.000000,0.000065,0.000626,2.201179
pleased purchase,10.000000,0.000216,0.001825,4.482589
pleased likes,3.000000,0.000065,0.000626,4.180722
workout shoe,3.000000,0.000065,0.000626,2.041212
workout shoes,5.000000,0.000108,0.000987,1.920565
price nice,6.000000,0.000130,0.001161,0.912878
price look,4.000000,0.000086,0.000809,0.835554
price like,3.000000,0.000065,0.000626,0.034146
price great,23.000000,0.000497,0.003783,1.128378
price shoe,16.000000,0.000346,0.002757,0.980821
price shoes,18.000000,0.000389,0.003056,0.467131
price love,9.000000,0.000195,0.001663,0.716136
price size,3.000000,0.000065,0.000626,-0.288739
price fit,13.000000,0.000281,0.002299,1.032926
price nikes,3.000000,0.000065,0.000626,1.672221
price awesome,6.000000,0.000130,0.001161,1.768928
price color,3.000000,0.000065,0.000626,0.981871
price perfect,3.000000,0.000065,0.000626,0.349348
price paid,4.000000,0.000086,0.000809,3.650781
price wear,3.000000,0.000065,0.000626,0.217120
price worth,3.000000,0.000065,0.000626,2.316312
price point,4.000000,0.000086,0.000809,3.713301
price range,3.000000,0.000065,0.000626,4.220549
price good,18.000000,0.000389,0.003056,1.437597
price perfectly,3.000000,0.000065,0.000626,1.706315
price comfortable,5.000000,0.000108,0.000987,-0.012936
price right,6.000000,0.000130,0.001161,2.191461
price looking,6.000000,0.000130,0.001161,1.848971
price amazon,8.000000,0.000173,0.001499,2.891676
price fast,4.000000,0.000086,0.000809,1.675018
price reasonable,5.000000,0.000108,0.000987,4.480060
price high,5.000000,0.000108,0.000987,2.599747
price beat,5.000000,0.000108,0.000987,4.112335
available size,4.000000,0.000086,0.000809,2.425825
amazingly comfortable,3.000000,0.000065,0.000626,3.126896
excelent great,3.000000,0.000065,0.000626,1.407153
excelent shoe,3.000000,0.000065,0.000626,1.622501
excelent shoes,6.000000,0.000130,0.001161,1.684176
plantar fasciitis,4.000000,0.000086,0.000809,9.188509
damaged shoes,3.000000,0.000065,0.000626,1.989558
confortable great,3.000000,0.000065,0.000626,1.712535
confortable shoes,4.000000,0.000086,0.000809,1.584092
bad great,3.000000,0.000065,0.000626,0.470028
bad shoe,3.000000,0.000065,0.000626,0.685377
bad shoes,4.000000,0.000086,0.000809,0.341586
bad wear,4.000000,0.000086,0.000809,1.883334
bad makes,3.000000,0.000065,0.000626,3.989643
bad quality,5.000000,0.000108,0.000987,3.188283
bad thing,4.000000,0.000086,0.000809,4.169112
bad boys,3.000000,0.000065,0.000626,4.980042
defect shoe,4.000000,0.000086,0.000809,3.149874
blister toe,3.000000,0.000065,0.000626,5.438221
expect shoes,7.000000,0.000151,0.001331,1.450561
expect nike,11.000000,0.000238,0.001985,3.436502
expect wear,3.000000,0.000065,0.000626,2.145011
ask pair,3.000000,0.000065,0.000626,3.169494
arch shoes,5.000000,0.000108,0.000987,0.115560
arch feet,3.000000,0.000065,0.000626,1.380440
arch support,101.000000,0.002184,0.013381,5.494336
arch good,5.000000,0.000108,0.000987,1.086026
arch comfortable,5.000000,0.000108,0.000987,0.916427
arch insert,3.000000,0.000065,0.000626,5.224020
arch high,6.000000,0.000130,0.001161,3.711432
arch supportbr,3.000000,0.000065,0.000626,6.690357
arch inserts,4.000000,0.000086,0.000809,5.032129
arch supports,4.000000,0.000086,0.000809,5.997210
longer comfortable,3.000000,0.000065,0.000626,1.422148
eventually stretch,3.000000,0.000065,0.000626,6.356080
feels like,39.000000,0.000843,0.005969,3.888900
feels great,25.000000,0.000541,0.004067,2.501564
feels feet,3.000000,0.000065,0.000626,1.740882
feels fits,3.000000,0.000065,0.000626,2.377969
feels little,3.000000,0.000065,0.000626,1.895582
feels tight,3.000000,0.000065,0.000626,2.600334
feels good,12.000000,0.000259,0.002143,2.321937
feels comfortable,5.000000,0.000108,0.000987,1.276868
feels wearing,6.000000,0.000130,0.001161,3.439880
feels comfy,4.000000,0.000086,0.000809,3.349496
feels walking,9.000000,0.000195,0.001663,4.033087
feels youre,3.000000,0.000065,0.000626,4.485849
youre like,3.000000,0.000065,0.000626,2.323828
youre wearing,7.000000,0.000151,0.001331,4.593908
youre looking,4.000000,0.000086,0.000809,3.733188
youre walking,3.000000,0.000065,0.000626,3.934352
boyfriend fit,3.000000,0.000065,0.000626,1.882246
boyfriend loved,4.000000,0.000086,0.000809,4.130227
boyfriend loves,20.000000,0.000432,0.003350,4.744447
boyfriend said,3.000000,0.000065,0.000626,4.387772
thrilled shoes,4.000000,0.000086,0.000809,1.920565
fat feet,4.000000,0.000086,0.000809,4.612561
suggest size,4.000000,0.000086,0.000809,2.816692
suggest half,3.000000,0.000065,0.000626,4.209295
suggest getting,3.000000,0.000065,0.000626,5.333550
ðŸ˜ great,3.000000,0.000065,0.000626,2.646844
trying pair,3.000000,0.000065,0.000626,2.313828
trying break,3.000000,0.000065,0.000626,4.613111
kind shoes,4.000000,0.000086,0.000809,1.515100
work great,13.000000,0.000281,0.002299,1.334927
work shoe,6.000000,0.000130,0.001161,0.777085
work shoes,7.000000,0.000151,0.001331,0.299763
work run,4.000000,0.000086,0.000809,2.178179
work feet,17.000000,0.000368,0.002907,2.962772
work lot,5.000000,0.000108,0.000987,3.130246
work pair,3.000000,0.000065,0.000626,0.826557
work day,11.000000,0.000238,0.001985,3.061052
work days,3.000000,0.000065,0.000626,3.051732
work hours,6.000000,0.000130,0.001161,4.053181
work good,3.000000,0.000065,0.000626,0.422932
work comfortable,6.000000,0.000130,0.001161,0.946479
work foot,3.000000,0.000065,0.000626,1.739546
work br,4.000000,0.000086,0.000809,2.544485
work best,3.000000,0.000065,0.000626,2.087624
work boots,4.000000,0.000086,0.000809,4.053181
work fine,4.000000,0.000086,0.000809,3.370505
work kitchen,3.000000,0.000065,0.000626,5.844940
months ago,3.000000,0.000065,0.000626,4.399241
months great,4.000000,0.000086,0.000809,0.810633
months shoes,4.000000,0.000086,0.000809,0.394508
months pair,4.000000,0.000086,0.000809,1.768601
months old,4.000000,0.000086,0.000809,3.208105
months wear,5.000000,0.000108,0.000987,2.159400
months use,5.000000,0.000108,0.000987,3.560140
months wearing,4.000000,0.000086,0.000809,3.176066
months daily,3.000000,0.000065,0.000626,4.958857
months later,6.000000,0.000130,0.001161,5.726112
months average,3.000000,0.000065,0.000626,5.457848
apart months,3.000000,0.000065,0.000626,4.857074
boots comfortable,3.000000,0.000065,0.000626,1.558280
boots ive,3.000000,0.000065,0.000626,3.231222
twice week,4.000000,0.000086,0.000809,5.523410
worn like,5.000000,0.000108,0.000987,1.310829
worn years,5.000000,0.000108,0.000987,3.024302
worn shoe,5.000000,0.000108,0.000987,0.583527
worn shoes,5.000000,0.000108,0.000987,-0.047945
worn nike,6.000000,0.000130,0.001161,1.668332
worn socks,5.000000,0.000108,0.000987,3.408902
worn day,10.000000,0.000216,0.001825,2.954506
worn feel,3.000000,0.000065,0.000626,1.693219
worn time,4.000000,0.000086,0.000809,1.781919
worn good,4.000000,0.000086,0.000809,0.699378
worn far,3.000000,0.000065,0.000626,2.915934
worn tried,3.000000,0.000065,0.000626,3.071587
worn arch,3.000000,0.000065,0.000626,2.601583
worn twice,3.000000,0.000065,0.000626,4.580941
worn times,5.000000,0.000108,0.000987,4.058752
worn fine,4.000000,0.000086,0.000809,3.359269
worn past,4.000000,0.000086,0.000809,4.106483
worn course,3.000000,0.000065,0.000626,3.194647
worn golf,3.000000,0.000065,0.000626,1.784822
fall apart,5.000000,0.000108,0.000987,7.404781
job shoes,3.000000,0.000065,0.000626,0.757414
job nike,4.000000,0.000086,0.000809,2.579052
job really,3.000000,0.000065,0.000626,2.778334
hope make,3.000000,0.000065,0.000626,4.313006
hope nike,6.000000,0.000130,0.001161,3.192156
hope fit,3.000000,0.000065,0.000626,1.856270
hope making,5.000000,0.000108,0.000987,6.104766
hope stretch,3.000000,0.000065,0.000626,5.257468
hope continue,3.000000,0.000065,0.000626,6.441238
makes look,3.000000,0.000065,0.000626,2.252620
makes great,5.000000,0.000108,0.000987,1.307070
makes shoe,4.000000,0.000086,0.000809,1.299274
makes shoes,5.000000,0.000108,0.000987,0.890945
makes feet,3.000000,0.000065,0.000626,2.155826
makes feel,3.000000,0.000065,0.000626,2.632109
makes better,4.000000,0.000086,0.000809,3.524160
makes hard,3.000000,0.000065,0.000626,3.854824
makes easier,4.000000,0.000086,0.000809,6.772595
