Number of pairs,46245.000000
Number of unique pairs,5867
Average pair frequency,7.882223
Pair entropy,8.084944

Pair,Frequency,Proportion,Entropy Term,Mutual Information
red white,4.000000,0.000086,0.000809,4.699198
red color,6.000000,0.000130,0.001161,3.517387
red pink,4.000000,0.000086,0.000809,5.493150
red black,11.000000,0.000238,0.001985,5.256327
ventilation feet,3.000000,0.000065,0.000626,4.101736
hot day,4.000000,0.000086,0.000809,3.441411
hot days,3.000000,0.000065,0.000626,4.443693
hot weather,3.000000,0.000065,0.000626,6.032928
hot pink,4.000000,0.000086,0.000809,5.819835
hot summer,6.000000,0.000130,0.001161,5.850606
hopefully stretch,3.000000,0.000065,0.000626,6.618444
brand great,3.000000,0.000065,0.000626,0.662713
brand shoe,4.000000,0.000086,0.000809,1.165743
brand shoes,12.000000,0.000259,0.002143,1.632883
son nice,3.000000,0.000065,0.000626,-0.127812
son like,5.000000,0.000108,0.000987,0.197429
son years,3.000000,0.000065,0.000626,1.400076
son great,13.000000,0.000281,0.002299,0.210291
son shoe,8.000000,0.000173,0.001499,-0.059869
son shoes,65.000000,0.001406,0.009231,1.403604
son nike,5.000000,0.000108,0.000987,0.372610
son love,27.000000,0.000584,0.004347,1.467206
son size,15.000000,0.000324,0.002606,0.973156
son narrow,3.000000,0.000065,0.000626,0.731320
son feet,7.000000,0.000151,0.001331,0.950833
son really,11.000000,0.000238,0.001985,1.648032
son wide,3.000000,0.000065,0.000626,1.019002
son fit,8.000000,0.000173,0.001499,0.199875
son lot,3.000000,0.000065,0.000626,1.494784
son little,3.000000,0.000065,0.000626,0.258235
son wore,6.000000,0.000130,0.001161,2.368929
son needed,4.000000,0.000086,0.000809,2.267146
son pair,6.000000,0.000130,0.001161,0.395069
son sneakers,8.000000,0.000173,0.001499,1.879765
son old,3.000000,0.000065,0.000626,1.141426
son wear,9.000000,0.000195,0.001663,0.968189
son happy,16.000000,0.000346,0.002757,2.533551
son absolutely,8.000000,0.000173,0.001499,2.949598
son good,3.000000,0.000065,0.000626,-0.701704
son perfectly,3.000000,0.000065,0.000626,1.358772
son comfortable,6.000000,0.000130,0.001161,-0.178157
son jordans,3.000000,0.000065,0.000626,2.105345
son basketball,4.000000,0.000086,0.000809,1.995725
son hard,4.000000,0.000086,0.000809,2.090216
son says,6.000000,0.000130,0.001161,2.874478
son wanted,7.000000,0.000151,0.001331,2.476560
son loved,36.000000,0.000778,0.005572,3.664252
son runs,3.000000,0.000065,0.000626,1.848625
son thrilled,5.000000,0.000108,0.000987,4.027157
son months,3.000000,0.000065,0.000626,1.990275
son loves,207.000000,0.004476,0.024212,4.418234
son said,4.000000,0.000086,0.000809,2.012254
son liked,6.000000,0.000130,0.001161,2.956716
son school,4.000000,0.000086,0.000809,2.482258
son gift,3.000000,0.000065,0.000626,1.990275
son high,3.000000,0.000065,0.000626,1.741379
son wears,11.000000,0.000238,0.001985,3.092848
son likes,15.000000,0.000324,0.002606,3.858822
son cleats,4.000000,0.000086,0.000809,2.537066
son golf,3.000000,0.000065,0.000626,0.671422
son hes,5.000000,0.000108,0.000987,3.172742
son excited,3.000000,0.000065,0.000626,3.567625
son sandals,5.000000,0.000108,0.000987,2.760210
son picky,3.000000,0.000065,0.000626,4.114169
son plays,4.000000,0.000086,0.000809,4.234797
son soccer,3.000000,0.000065,0.000626,2.560820
son birthday,6.000000,0.000130,0.001161,3.649863
material like,3.000000,0.000065,0.000626,1.669902
material great,5.000000,0.000108,0.000987,1.238077
material shoe,3.000000,0.000065,0.000626,0.942599
material support,3.000000,0.000065,0.000626,2.684221
material little,3.000000,0.000065,0.000626,2.241533
material good,3.000000,0.000065,0.000626,1.281593
material used,3.000000,0.000065,0.000626,3.659080
material cheap,3.000000,0.000065,0.000626,4.969001
loves nice,5.000000,0.000108,0.000987,0.355863
loves look,10.000000,0.000216,0.001825,1.377151
loves great,15.000000,0.000324,0.002606,0.326240
loves shoe,11.000000,0.000238,0.001985,0.231434
loves shoes,103.000000,0.002227,0.013602,1.836795
loves nike,6.000000,0.000130,0.001161,0.527781
loves love,16.000000,0.000346,0.002757,0.916807
loves really,3.000000,0.000065,0.000626,0.321598
loves fit,13.000000,0.000281,0.002299,0.658232
loves favorite,3.000000,0.000065,0.000626,1.793565
loves color,10.000000,0.000216,0.001825,1.811150
loves perfect,4.000000,0.000086,0.000809,0.262337
loves pair,7.000000,0.000151,0.001331,0.522068
loves sneakers,12.000000,0.000259,0.002143,2.258079
loves bought,5.000000,0.000108,0.000987,0.753515
loves way,3.000000,0.000065,0.000626,1.222223
loves super,3.000000,0.000065,0.000626,1.303129
loves time,3.000000,0.000065,0.000626,0.353686
loves satisfied,3.000000,0.000065,0.000626,2.030566
loves happy,4.000000,0.000086,0.000809,1.120106
loves style,3.000000,0.000065,0.000626,1.314429
loves good,5.000000,0.000108,0.000987,-0.218030
loves comfortable,12.000000,0.000259,0.002143,0.487839
loves wearing,3.000000,0.000065,0.000626,1.082235
loves jordans,3.000000,0.000065,0.000626,2.078194
loves says,10.000000,0.000216,0.001825,3.358152
loves best,3.000000,0.000065,0.000626,0.935837
loves price,4.000000,0.000086,0.000809,0.819352
loves son,5.000000,0.000108,0.000987,0.694953
loves em,5.000000,0.000108,0.000987,2.918201
loves said,3.000000,0.000065,0.000626,1.697421
loves wears,6.000000,0.000130,0.001161,2.459561
loves cleats,6.000000,0.000130,0.001161,2.915380
loves wants,3.000000,0.000065,0.000626,4.000006
loves soccer,5.000000,0.000108,0.000987,3.044495
decided purchase,3.000000,0.000065,0.000626,4.214076
decided try,3.000000,0.000065,0.000626,4.996836
loosen wear,3.000000,0.000065,0.000626,3.337150
kept feet,4.000000,0.000086,0.000809,3.556509
kept dry,3.000000,0.000065,0.000626,6.122007
dry conditions,4.000000,0.000086,0.000809,7.060277
ðŸ great,5.000000,0.000108,0.000987,2.782976
ðŸ fit,3.000000,0.000065,0.000626,2.747243
quality nice,6.000000,0.000130,0.001161,1.305439
quality like,3.000000,0.000065,0.000626,0.426708
quality great,17.000000,0.000368,0.002907,1.218659
quality product,16.000000,0.000346,0.002757,3.209117
quality shoe,19.000000,0.000411,0.003204,1.545233
quality shoes,23.000000,0.000497,0.003783,1.104815
quality expected,4.000000,0.000086,0.000809,1.415167
quality nike,7.000000,0.000151,0.001331,1.449187
quality love,3.000000,0.000065,0.000626,0.010086
quality really,3.000000,0.000065,0.000626,1.088853
quality fit,7.000000,0.000151,0.001331,0.806448
quality design,3.000000,0.000065,0.000626,2.524780
quality color,3.000000,0.000065,0.000626,1.374432
quality sneakers,4.000000,0.000086,0.000809,1.926722
quality looks,4.000000,0.000086,0.000809,2.114900
quality shipping,3.000000,0.000065,0.000626,2.021059
quality wear,3.000000,0.000065,0.000626,0.609681
quality excellent,4.000000,0.000086,0.000809,1.713850
quality good,18.000000,0.000389,0.003056,1.830159
quality comfortable,6.000000,0.000130,0.001161,0.561947
quality running,3.000000,0.000065,0.000626,1.293743
quality looking,4.000000,0.000086,0.000809,1.836068
quality long,3.000000,0.000065,0.000626,2.081684
quality price,8.000000,0.000173,0.001499,2.279754
quality materials,6.000000,0.000130,0.001161,4.900793
quality leather,3.000000,0.000065,0.000626,2.989488
quality fast,4.000000,0.000086,0.000809,2.067579
quality durable,3.000000,0.000065,0.000626,3.047475
wish shoe,3.000000,0.000065,0.000626,0.760278
wish nike,8.000000,0.000173,0.001499,2.643590
wish love,3.000000,0.000065,0.000626,1.070958
wish colors,6.000000,0.000130,0.001161,3.956331
wish size,8.000000,0.000173,0.001499,2.145523
wish wide,3.000000,0.000065,0.000626,2.819979
wish fit,3.000000,0.000065,0.000626,1.020022
wish order,3.000000,0.000065,0.000626,2.970706
wish little,5.000000,0.000108,0.000987,2.570037
wish came,3.000000,0.000065,0.000626,3.148254
wish bought,3.000000,0.000065,0.000626,2.070817
wish half,5.000000,0.000108,0.000987,3.355805
wish went,4.000000,0.000086,0.000809,4.244013
wish didnt,3.000000,0.000065,0.000626,3.153985
wish black,3.000000,0.000065,0.000626,3.568108
wish wider,5.000000,0.000108,0.000987,4.649478
wish gotten,3.000000,0.000065,0.000626,4.675454
wish werent,3.000000,0.000065,0.000626,5.422668
wish id,3.000000,0.000065,0.000626,4.462892
quickly great,4.000000,0.000086,0.000809,1.254884
quickly expected,3.000000,0.000065,0.000626,2.610629
amazon great,8.000000,0.000173,0.001499,1.076809
amazon shoes,7.000000,0.000151,0.001331,0.527153
amazon nike,4.000000,0.000086,0.000809,1.501493
amazon size,5.000000,0.000108,0.000987,1.226570
amazon need,4.000000,0.000086,0.000809,2.998480
amazon pair,3.000000,0.000065,0.000626,1.053947
amazon didnt,3.000000,0.000065,0.000626,2.705034
amazon price,4.000000,0.000086,0.000809,2.198529
amazon wish,3.000000,0.000065,0.000626,3.364280
amazon prime,3.000000,0.000065,0.000626,5.379183
hurts foot,5.000000,0.000108,0.000987,4.787464
mid sole,3.000000,0.000065,0.000626,5.698080
hour shift,3.000000,0.000065,0.000626,8.382033
playing shoes,3.000000,0.000065,0.000626,0.658323
playing basketball,10.000000,0.000216,0.001825,5.242509
playing tennis,3.000000,0.000065,0.000626,4.765020
playing ball,5.000000,0.000108,0.000987,5.524742
playing golf,7.000000,0.000151,0.001331,3.849214
playing soccer,3.000000,0.000065,0.000626,4.891314
ball foot,10.000000,0.000216,0.001825,4.291027
lightweight look,3.000000,0.000065,0.000626,2.012478
lightweight like,3.000000,0.000065,0.000626,1.498753
lightweight great,4.000000,0.000086,0.000809,0.843785
lightweight shoes,4.000000,0.000086,0.000809,0.427661
lightweight comfortable,14.000000,0.000303,0.002453,2.481290
lightweight durable,3.000000,0.000065,0.000626,4.119521
people feet,10.000000,0.000216,0.001825,3.433906
people wide,7.000000,0.000151,0.001331,3.992699
people say,3.000000,0.000065,0.000626,3.902264
people notice,3.000000,0.000065,0.000626,5.930412
achilles tendon,4.000000,0.000086,0.000809,9.411652
making uncomfortable,3.000000,0.000065,0.000626,5.250168
entire day,4.000000,0.000086,0.000809,4.740694
short time,3.000000,0.000065,0.000626,3.126275
surprised shoes,3.000000,0.000065,0.000626,1.738243
em nice,3.000000,0.000065,0.000626,2.095436
em great,3.000000,0.000065,0.000626,0.967202
em shoes,6.000000,0.000130,0.001161,1.244225
em love,3.000000,0.000065,0.000626,1.493230
em perfect,4.000000,0.000086,0.000809,2.512736
em son,4.000000,0.000086,0.000809,2.722208
exactly like,10.000000,0.000216,0.001825,2.256888
exactly shoes,3.000000,0.000065,0.000626,-0.305859
exactly expected,26.000000,0.000562,0.004207,3.913177
exactly nike,3.000000,0.000065,0.000626,1.228097
exactly needed,5.000000,0.000108,0.000987,3.856602
exactly ordered,3.000000,0.000065,0.000626,2.198203
exactly picture,3.000000,0.000065,0.000626,3.817933
exactly good,4.000000,0.000086,0.000809,0.952289
exactly looking,14.000000,0.000303,0.002453,3.715038
exactly wanted,21.000000,0.000454,0.003495,4.941484
exactly son,3.000000,0.000065,0.000626,1.577590
exactly advertised,3.000000,0.000065,0.000626,4.444389
exactly expecting,6.000000,0.000130,0.001161,5.275686
exactly described,6.000000,0.000130,0.001161,4.659500
exactly shown,5.000000,0.000108,0.000987,5.681151
crimson red,3.000000,0.000065,0.000626,7.315681
pink color,6.000000,0.000130,0.001161,4.131753
said like,6.000000,0.000130,0.001161,1.893045
said shoe,4.000000,0.000086,0.000809,0.760278
said shoes,10.000000,0.000216,0.001825,1.045096
said nike,3.000000,0.000065,0.000626,1.375079
said run,6.000000,0.000130,0.001161,2.972302
said size,3.000000,0.000065,0.000626,0.877012
said wide,3.000000,0.000065,0.000626,2.532296
said fit,11.000000,0.000238,0.001985,2.031623
said pair,4.000000,0.000086,0.000809,1.502898
said good,4.000000,0.000086,0.000809,1.099272
said comfortable,22.000000,0.000476,0.003640,2.634420
wait shoes,3.000000,0.000065,0.000626,1.162879
wait day,3.000000,0.000065,0.000626,3.472183
wait wear,3.000000,0.000065,0.000626,2.704627
wait long,3.000000,0.000065,0.000626,4.176630
times look,3.000000,0.000065,0.000626,2.423577
times week,14.000000,0.000303,0.002453,5.743158
lots support,3.000000,0.000065,0.000626,3.782833
lots compliments,8.000000,0.000173,0.001499,5.901974
advertised great,3.000000,0.000065,0.000626,1.610752
fine shoes,7.000000,0.000151,0.001331,0.922036
fine fit,3.000000,0.000065,0.000626,0.965955
fine golf,3.000000,0.000065,0.000626,2.418331
inside shoe,11.000000,0.000238,0.001985,2.627545
inside shoes,4.000000,0.000086,0.000809,0.984471
inside ankle,3.000000,0.000065,0.000626,4.450207
inside sole,4.000000,0.000086,0.000809,4.356522
shoebr br,3.000000,0.000065,0.000626,5.235728
balls feet,3.000000,0.000065,0.000626,4.458411
leather shoe,4.000000,0.000086,0.000809,1.285090
leather shoes,4.000000,0.000086,0.000809,0.653617
leather feel,3.000000,0.000065,0.000626,2.617925
leather good,3.000000,0.000065,0.000626,1.336401
leather upper,3.000000,0.000065,0.000626,5.505647
month old,6.000000,0.000130,0.001161,4.328696
month wear,4.000000,0.000086,0.000809,2.651382
wont buying,3.000000,0.000065,0.000626,4.361796
wont regret,3.000000,0.000065,0.000626,7.396749
wiggle toes,3.000000,0.000065,0.000626,6.196784
wiggle room,7.000000,0.000151,0.001331,7.319788
fast like,3.000000,0.000065,0.000626,0.515119
fast great,6.000000,0.000130,0.001161,0.265616
fast shoe,5.000000,0.000108,0.000987,0.298643
fast shoes,6.000000,0.000130,0.001161,-0.150509
fast love,12.000000,0.000259,0.002143,1.484791
fast fit,7.000000,0.000151,0.001331,0.894859
fast perfect,4.000000,0.000086,0.000809,1.118003
fast fits,7.000000,0.000151,0.001331,2.416436
fast thank,3.000000,0.000065,0.000626,2.343367
fast shipping,84.000000,0.001816,0.011463,5.441675
fast time,3.000000,0.000065,0.000626,1.209352
fast service,8.000000,0.000173,0.001499,4.044742
fast delivery,36.000000,0.000778,0.005572,5.013301
fast comfortable,6.000000,0.000130,0.001161,0.650358
fast loves,3.000000,0.000065,0.000626,1.012642
fast exactly,4.000000,0.000086,0.000809,2.693787
fast shipment,3.000000,0.000065,0.000626,4.855672
lift weights,3.000000,0.000065,0.000626,8.248501
black great,5.000000,0.000108,0.000987,0.810633
black shoes,6.000000,0.000130,0.001161,0.576830
black nike,3.000000,0.000065,0.000626,1.417638
black white,12.000000,0.000259,0.002143,5.163752
black color,4.000000,0.000086,0.000809,2.477864
black pair,7.000000,0.000151,0.001331,2.105073
black bought,3.000000,0.000065,0.000626,1.825694
black good,3.000000,0.000065,0.000626,0.854149
black red,4.000000,0.000086,0.000809,4.244726
black leather,4.000000,0.000086,0.000809,4.092920
black ones,6.000000,0.000130,0.001161,4.176097
black blue,3.000000,0.000065,0.000626,4.457000
black grey,5.000000,0.000108,0.000987,5.400689
black gray,4.000000,0.000086,0.000809,5.583011
black orange,3.000000,0.000065,0.000626,4.932423
ton compliments,3.000000,0.000065,0.000626,6.348261
theses shoes,6.000000,0.000130,0.001161,3.242321
theses comfortable,3.000000,0.000065,0.000626,3.350040
casual shoe,7.000000,0.000151,0.001331,2.496468
casual shoes,4.000000,0.000086,0.000809,1.305379
casual wear,8.000000,0.000173,0.001499,3.540274
casual golf,3.000000,0.000065,0.000626,3.361290
summer shoe,5.000000,0.000108,0.000987,1.899712
summer shoes,4.000000,0.000086,0.000809,1.045096
summer golf,4.000000,0.000086,0.000809,3.388689
liked look,3.000000,0.000065,0.000626,2.252620
liked shoes,7.000000,0.000151,0.001331,1.227417
liked fit,4.000000,0.000086,0.000809,1.559019
liked bought,3.000000,0.000065,0.000626,2.322131
liked style,3.000000,0.000065,0.000626,3.393870
liked good,3.000000,0.000065,0.000626,1.350586
liked comfortable,3.000000,0.000065,0.000626,1.180986
lunar shoes,4.000000,0.000086,0.000809,1.584092
lunar glide,7.000000,0.000151,0.001331,8.248501
water shoes,3.000000,0.000065,0.000626,1.227417
water resistant,6.000000,0.000130,0.001161,8.025358
water proof,4.000000,0.000086,0.000809,8.313040
breathable hot,3.000000,0.000065,0.000626,5.937618
breathable fabric,3.000000,0.000065,0.000626,6.677285
does look,3.000000,0.000065,0.000626,2.281607
does like,3.000000,0.000065,0.000626,1.767882
does shoe,3.000000,0.000065,0.000626,1.040580
does shoes,4.000000,0.000086,0.000809,0.696789
does fit,4.000000,0.000086,0.000809,1.588006
does lot,3.000000,0.000065,0.000626,3.576062
does feel,3.000000,0.000065,0.000626,2.661097
does job,5.000000,0.000108,0.000987,5.232967
problem shoe,4.000000,0.000086,0.000809,1.116953
problem shoes,8.000000,0.000173,0.001499,1.178627
problem nike,5.000000,0.000108,0.000987,2.242579
problem size,3.000000,0.000065,0.000626,1.233687
crazy comfortable,3.000000,0.000065,0.000626,3.126896
selling shoes,3.000000,0.000065,0.000626,2.143708
authentic shoes,13.000000,0.000281,0.002299,2.223751
authentic nike,3.000000,0.000065,0.000626,2.291370
model great,3.000000,0.000065,0.000626,1.238077
thing like,5.000000,0.000108,0.000987,2.141506
thing did,5.000000,0.000108,0.000987,3.867100
thing shoes,7.000000,0.000151,0.001331,1.119204
thing nike,4.000000,0.000086,0.000809,2.093544
thing wear,3.000000,0.000065,0.000626,1.813654
thing didnt,5.000000,0.000108,0.000987,3.807911
thing change,3.000000,0.000065,0.000626,5.022154
ones great,3.000000,0.000065,0.000626,0.459772
ones shoes,3.000000,0.000065,0.000626,0.043647
ones fit,3.000000,0.000065,0.000626,0.934864
ones year,3.000000,0.000065,0.000626,3.012946
ones worn,4.000000,0.000086,0.000809,3.328178
