Number of pairs,65209.000000
Number of unique pairs,8257
Average pair frequency,7.897420
Pair entropy,8.403745

Pair,Frequency,Proportion,Entropy Term,Mutual Information
feet stand,3.000000,0.000046,0.000459,1.427621
feet light,6.000000,0.000092,0.000855,0.370455
feet periods,3.000000,0.000046,0.000459,2.565454
feet slightly,3.000000,0.000046,0.000459,1.440525
feet making,3.000000,0.000046,0.000459,1.609943
feet actually,5.000000,0.000077,0.000727,1.603808
feet problems,3.000000,0.000046,0.000459,1.341679
feet heels,3.000000,0.000046,0.000459,1.427621
feet fast,3.000000,0.000046,0.000459,0.996839
feet uncomfortable,4.000000,0.000061,0.000595,0.966067
feet width,6.000000,0.000092,0.000855,1.758979
feet plus,3.000000,0.000046,0.000459,1.706793
feet normal,4.000000,0.000061,0.000595,1.528718
feet tend,6.000000,0.000092,0.000855,3.145273
feet run,5.000000,0.000077,0.000727,0.628729
feet tired,18.000000,0.000276,0.002262,3.938504
feet arent,6.000000,0.000092,0.000855,2.334343
feet narrow,9.000000,0.000138,0.001227,1.489315
feet bad,10.000000,0.000153,0.001347,1.957865
feet sides,3.000000,0.000046,0.000459,2.000141
feet night,4.000000,0.000061,0.000595,2.606276
feet chose,3.000000,0.000046,0.000459,2.893958
feet gets,3.000000,0.000046,0.000459,2.200811
feet start,7.000000,0.000107,0.000981,2.642644
feet ankles,3.000000,0.000046,0.000459,2.350343
feet job,3.000000,0.000046,0.000459,1.092982
feet began,3.000000,0.000046,0.000459,2.893958
feet slipped,3.000000,0.000046,0.000459,2.383133
feet average,3.000000,0.000046,0.000459,2.648836
feet finding,3.000000,0.000046,0.000459,2.120769
feet hurting,20.000000,0.000307,0.002481,3.852809
feet working,6.000000,0.000092,0.000855,1.487045
feet old,3.000000,0.000046,0.000459,-0.381088
feet supportive,3.000000,0.000046,0.000459,2.287823
feet wet,4.000000,0.000061,0.000595,1.781553
feet sweat,10.000000,0.000153,0.001347,4.155090
feet straight,4.000000,0.000061,0.000595,3.299424
feet hot,7.000000,0.000107,0.000981,2.942749
feet duck,3.000000,0.000046,0.000459,4.398036
feet help,3.000000,0.000046,0.000459,1.564823
feet adjust,4.000000,0.000061,0.000595,3.238799
feet alot,4.000000,0.000061,0.000595,3.127573
feet badly,3.000000,0.000046,0.000459,3.587106
feet knees,4.000000,0.000061,0.000595,3.181641
feet concrete,7.000000,0.000107,0.000981,2.397522
feet feeling,3.000000,0.000046,0.000459,2.526234
feet anymore,5.000000,0.000077,0.000727,2.533956
feet breathe,4.000000,0.000061,0.000595,3.363962
feet achy,3.000000,0.000046,0.000459,3.838420
feet shifts,6.000000,0.000092,0.000855,2.813916
feet hrs,14.000000,0.000215,0.001813,3.661214
feet legs,11.000000,0.000169,0.001465,3.345944
feet ache,8.000000,0.000123,0.001105,4.200210
feet boots,3.000000,0.000046,0.000459,0.131841
feet heavy,3.000000,0.000046,0.000459,0.807597
feet steel,3.000000,0.000046,0.000459,0.666336
feet shift,3.000000,0.000046,0.000459,1.609943
feet dry,5.000000,0.000077,0.000727,3.461943
feet grow,7.000000,0.000107,0.000981,2.994042
feet sweaty,3.000000,0.000046,0.000459,3.992571
hour shoes,4.000000,0.000061,0.000595,0.321134
hour feet,13.000000,0.000199,0.001699,2.655547
hour work,7.000000,0.000107,0.000981,2.059670
hour day,9.000000,0.000138,0.001227,2.597978
hour days,9.000000,0.000138,0.001227,4.272873
hour shifts,21.000000,0.000322,0.002589,6.774729
hour shift,18.000000,0.000276,0.002262,6.109753
work shoe,135.000000,0.002070,0.012794,2.098265
work love,9.000000,0.000138,0.001227,-0.499999
work thought,3.000000,0.000046,0.000459,0.873018
work great,36.000000,0.000552,0.004142,0.795746
work time,14.000000,0.000215,0.001813,1.036202
work bought,13.000000,0.000199,0.001699,0.600531
work wear,11.000000,0.000169,0.001465,-0.173922
work lot,5.000000,0.000077,0.000727,0.938420
work walking,7.000000,0.000107,0.000981,0.675904
work wonderful,3.000000,0.000046,0.000459,1.633105
work shoes,300.000000,0.004601,0.024758,1.953734
work look,7.000000,0.000107,0.000981,0.365074
work comfortable,42.000000,0.000644,0.004733,0.563480
work killing,3.000000,0.000046,0.000459,2.716450
work feet,64.000000,0.000981,0.006798,1.564593
work hour,9.000000,0.000138,0.001227,2.310984
work day,61.000000,0.000935,0.006524,1.826738
work comfort,4.000000,0.000061,0.000595,0.598006
work super,3.000000,0.000046,0.000459,0.093759
work started,4.000000,0.000061,0.000595,1.258892
work wearing,6.000000,0.000092,0.000855,0.306234
work skechers,3.000000,0.000046,0.000459,-0.681713
work pain,4.000000,0.000061,0.000595,1.091228
work better,3.000000,0.000046,0.000459,0.169137
work expected,4.000000,0.000061,0.000595,0.284033
work theyre,5.000000,0.000077,0.000727,0.821149
work really,9.000000,0.000138,0.001227,0.444636
work size,4.000000,0.000061,0.000595,-1.198524
work hurt,5.000000,0.000077,0.000727,1.060822
work pair,10.000000,0.000153,0.001347,-0.098415
work fine,7.000000,0.000107,0.000981,1.706030
work worth,3.000000,0.000046,0.000459,1.182519
work price,7.000000,0.000107,0.000981,0.508461
work perfect,6.000000,0.000092,0.000855,0.203530
work need,11.000000,0.000169,0.001465,1.565511
work little,5.000000,0.000077,0.000727,-0.363791
work feel,5.000000,0.000077,0.000727,0.270945
work like,8.000000,0.000123,0.001105,-0.243420
work walk,9.000000,0.000138,0.001227,1.384643
work long,18.000000,0.000276,0.002262,1.653831
work said,4.000000,0.000061,0.000595,0.971210
work didnt,4.000000,0.000061,0.000595,0.526830
work ive,25.000000,0.000383,0.003016,2.066969
work worn,7.000000,0.000107,0.000981,0.828790
work hours,33.000000,0.000506,0.003840,2.391257
work months,3.000000,0.000046,0.000459,0.061289
work fit,7.000000,0.000107,0.000981,-0.627971
work office,4.000000,0.000061,0.000595,2.762970
work dress,3.000000,0.000046,0.000459,2.023302
work past,4.000000,0.000061,0.000595,1.952039
work weeks,3.000000,0.000046,0.000459,0.770539
work problem,4.000000,0.000061,0.000595,1.038928
work far,4.000000,0.000061,0.000595,0.697011
work make,3.000000,0.000046,0.000459,0.539634
work second,4.000000,0.000061,0.000595,0.791869
work ordered,3.000000,0.000046,0.000459,-0.279283
work awesome,4.000000,0.000061,0.000595,1.160700
work nice,7.000000,0.000107,0.000981,0.307401
work days,8.000000,0.000123,0.001105,1.470201
work daughter,4.000000,0.000061,0.000595,-0.748576
work loves,5.000000,0.000077,0.000727,-0.767584
work place,5.000000,0.000077,0.000727,2.580648
work week,10.000000,0.000153,0.001347,1.863970
work wide,3.000000,0.000046,0.000459,-0.267854
work everyday,7.000000,0.000107,0.000981,2.235949
work easily,3.000000,0.000046,0.000459,1.376675
work perfectly,5.000000,0.000077,0.000727,1.188419
work looks,3.000000,0.000046,0.000459,0.887511
work good,18.000000,0.000276,0.002262,0.344367
work hard,6.000000,0.000092,0.000855,0.979178
work best,3.000000,0.000046,0.000459,0.603485
work purchased,6.000000,0.000092,0.000855,1.041054
work month,4.000000,0.000061,0.000595,1.146414
work use,4.000000,0.000061,0.000595,0.701547
work years,6.000000,0.000092,0.000855,1.130001
work service,5.000000,0.000077,0.000727,2.406295
work husband,3.000000,0.000046,0.000459,0.932295
work slip,5.000000,0.000077,0.000727,0.568925
work stand,9.000000,0.000138,0.001227,2.549396
work casual,4.000000,0.000061,0.000595,1.832494
work sent,3.000000,0.000046,0.000459,1.517033
work standing,8.000000,0.000123,0.001105,2.539826
work received,3.000000,0.000046,0.000459,1.341584
work fast,4.000000,0.000061,0.000595,1.307682
work sneakers,6.000000,0.000092,0.000855,1.153532
work quality,3.000000,0.000046,0.000459,0.061289
work womens,4.000000,0.000061,0.000595,2.727878
work owned,5.000000,0.000077,0.000727,2.175183
work needed,5.000000,0.000077,0.000727,1.348504
work normal,3.000000,0.000046,0.000459,1.264197
work construction,3.000000,0.000046,0.000459,2.588616
work tend,4.000000,0.000061,0.000595,2.762970
work break,4.000000,0.000061,0.000595,1.299384
work daily,4.000000,0.000061,0.000595,1.725726
work store,3.000000,0.000046,0.000459,1.125361
work non,4.000000,0.000061,0.000595,1.664357
work floor,3.000000,0.000046,0.000459,1.936291
work job,6.000000,0.000092,0.000855,1.809291
work factory,3.000000,0.000046,0.000459,3.728051
work working,4.000000,0.000061,0.000595,1.104742
work wet,3.000000,0.000046,0.000459,1.517033
work works,3.000000,0.000046,0.000459,1.558997
work shoesbr,3.000000,0.000046,0.000459,2.406295
work decided,4.000000,0.000061,0.000595,2.266533
work retail,4.000000,0.000061,0.000595,3.697279
work concrete,17.000000,0.000261,0.002151,3.307987
work floors,5.000000,0.000077,0.000727,2.084211
work shifts,10.000000,0.000153,0.001347,3.347903
work hrs,5.000000,0.000077,0.000727,2.654756
work sneaker,5.000000,0.000077,0.000727,1.863970
work busy,3.000000,0.000046,0.000459,3.168435
work play,5.000000,0.000077,0.000727,2.791957
work confortable,3.000000,0.000046,0.000459,2.475288
work boots,50.000000,0.000767,0.005500,2.968414
work heavy,3.000000,0.000046,0.000459,0.830758
work food,5.000000,0.000077,0.000727,2.986113
work field,4.000000,0.000061,0.000595,3.610267
work steel,7.000000,0.000107,0.000981,1.536796
work boot,18.000000,0.000276,0.002262,2.871864
work environment,13.000000,0.000199,0.001699,4.015733
work shop,5.000000,0.000077,0.000727,2.986113
work restaurant,17.000000,0.000261,0.002151,3.135374
work shift,4.000000,0.000061,0.000595,1.920787
work hospital,4.000000,0.000061,0.000595,3.897950
work kitchen,9.000000,0.000138,0.001227,2.828567
work uniform,5.000000,0.000077,0.000727,3.099442
work warehouse,3.000000,0.000046,0.000459,3.728051
work medical,3.000000,0.000046,0.000459,3.861582
work automotive,4.000000,0.000061,0.000595,4.485736
work jobs,3.000000,0.000046,0.000459,3.610267
day shoe,12.000000,0.000184,0.001583,-0.035110
day love,13.000000,0.000199,0.001699,0.154719
day great,15.000000,0.000230,0.001927,0.207271
day time,8.000000,0.000123,0.001105,0.763580
day wore,21.000000,0.000322,0.002589,2.384404
day wear,35.000000,0.000537,0.004042,1.270524
day lot,5.000000,0.000077,0.000727,1.225413
day walking,18.000000,0.000276,0.002262,1.907359
day shoes,49.000000,0.000751,0.005405,0.428765
day look,3.000000,0.000046,0.000459,-0.195230
day comfortable,37.000000,0.000567,0.004241,0.723721
day feet,83.000000,0.001273,0.008485,2.111543
day work,63.000000,0.000966,0.006707,1.858999
day recommend,4.000000,0.000061,0.000595,0.701995
day comfort,11.000000,0.000169,0.001465,1.896600
day sandals,3.000000,0.000046,0.000459,0.474084
day summer,3.000000,0.000046,0.000459,1.274204
day started,3.000000,0.000046,0.000459,1.258203
day wearing,11.000000,0.000169,0.001465,1.199363
day issues,3.000000,0.000046,0.000459,1.951350
day pain,10.000000,0.000153,0.001347,2.294512
day happy,5.000000,0.000077,0.000727,0.901528
day better,3.000000,0.000046,0.000459,0.456131
day theyre,4.000000,0.000061,0.000595,0.884999
day really,8.000000,0.000123,0.001105,0.613846
day size,3.000000,0.000046,0.000459,-1.199213
day support,5.000000,0.000077,0.000727,0.396721
day hurt,13.000000,0.000199,0.001699,2.303327
day half,3.000000,0.000046,0.000459,0.691808
day pair,3.000000,0.000046,0.000459,-1.015394
day perfect,8.000000,0.000123,0.001105,0.778205
day need,8.000000,0.000123,0.001105,1.534051
day little,8.000000,0.000123,0.001105,0.393206
day feel,14.000000,0.000215,0.001813,1.587558
day like,6.000000,0.000092,0.000855,-0.244109
day walk,9.000000,0.000138,0.001227,1.671637
day long,65.000000,0.000997,0.006889,3.224840
day ive,5.000000,0.000077,0.000727,0.744525
day hours,11.000000,0.000169,0.001465,1.579638
day discomfort,4.000000,0.000061,0.000595,2.718606
day months,3.000000,0.000046,0.000459,0.348282
day foot,8.000000,0.000123,0.001105,0.715741
day going,4.000000,0.000061,0.000595,1.462186
day did,4.000000,0.000061,0.000595,0.829208
day fit,7.000000,0.000107,0.000981,-0.340978
day say,5.000000,0.000077,0.000727,1.642466
day problem,10.000000,0.000153,0.001347,2.242212
day sore,6.000000,0.000092,0.000855,3.098753
day ordered,3.000000,0.000046,0.000459,0.007710
day extra,4.000000,0.000061,0.000595,1.578146
day usually,3.000000,0.000046,0.000459,0.994619
day awesome,3.000000,0.000046,0.000459,1.160011
day times,3.000000,0.000046,0.000459,1.509518
day came,5.000000,0.000077,0.000727,1.700036
day days,9.000000,0.000138,0.001227,1.874977
day loves,4.000000,0.000061,0.000595,-0.703734
day week,4.000000,0.000061,0.000595,1.234673
day br,3.000000,0.000046,0.000459,0.811281
day everyday,5.000000,0.000077,0.000727,2.186470
day stay,3.000000,0.000046,0.000459,2.143241
day end,6.000000,0.000092,0.000855,2.143241
day stylish,3.000000,0.000046,0.000459,1.367097
day good,12.000000,0.000184,0.001583,0.225895
day hard,4.000000,0.000061,0.000595,0.860706
day blisters,3.000000,0.000046,0.000459,2.016948
day use,7.000000,0.000107,0.000981,1.548155
day used,3.000000,0.000046,0.000459,1.124672
day comfortably,3.000000,0.000046,0.000459,1.889793
day problems,8.000000,0.000123,0.001105,2.632663
day heels,3.000000,0.000046,0.000459,1.737776
day standing,6.000000,0.000092,0.000855,2.539137
day return,4.000000,0.000061,0.000595,1.039833
day having,3.000000,0.000046,0.000459,1.935602
day needed,4.000000,0.000061,0.000595,1.412354
day run,3.000000,0.000046,0.000459,0.428058
day tired,4.000000,0.000061,0.000595,2.744581
day school,21.000000,0.000322,0.002589,2.767396
day arrived,4.000000,0.000061,0.000595,1.893531
day night,4.000000,0.000061,0.000595,2.916431
day job,5.000000,0.000077,0.000727,1.913963
day important,3.000000,0.000046,0.000459,3.204113
day hurting,4.000000,0.000061,0.000595,2.553526
day working,6.000000,0.000092,0.000855,1.797200
day gift,3.000000,0.000046,0.000459,1.920098
day holding,4.000000,0.000061,0.000595,2.271293
day concrete,7.000000,0.000107,0.000981,2.707677
day floors,4.000000,0.000061,0.000595,2.148061
day complaints,9.000000,0.000138,0.001227,3.455428
day complete,3.000000,0.000046,0.000459,4.015044
day amusement,3.000000,0.000046,0.000459,4.302726
day heavy,4.000000,0.000061,0.000595,1.405434
day camp,3.000000,0.000046,0.000459,4.148575
day kindergarten,3.000000,0.000046,0.000459,4.485047
sadly shoes,3.000000,0.000046,0.000459,2.230677
recommend shoe,13.000000,0.000199,0.001699,1.357776
recommend great,4.000000,0.000061,0.000595,0.198357
recommend wear,3.000000,0.000046,0.000459,0.126630
recommend lot,3.000000,0.000046,0.000459,2.027430
recommend shoes,37.000000,0.000567,0.004241,1.460705
recommend comfortable,5.000000,0.000077,0.000727,0.035084
recommend feet,5.000000,0.000077,0.000727,0.614983
recommend work,12.000000,0.000184,0.001583,1.513614
recommend day,3.000000,0.000046,0.000459,0.414313
recommend comfort,3.000000,0.000046,0.000459,1.910159
recommend sandals,3.000000,0.000046,0.000459,1.786927
recommend skechers,5.000000,0.000077,0.000727,1.428948
recommend size,4.000000,0.000061,0.000595,0.401312
recommend half,8.000000,0.000123,0.001105,2.985480
recommend friends,3.000000,0.000046,0.000459,4.271833
recommend need,3.000000,0.000046,0.000459,1.866064
recommend little,3.000000,0.000046,0.000459,0.725219
recommend purchase,4.000000,0.000061,0.000595,2.485524
recommend like,3.000000,0.000046,0.000459,0.375586
recommend long,3.000000,0.000046,0.000459,1.461907
recommend product,11.000000,0.000169,0.001465,3.388491
recommend buying,4.000000,0.000061,0.000595,2.753367
recommend looking,10.000000,0.000153,0.001347,3.160262
recommend highly,3.000000,0.000046,0.000459,2.671129
recommend daughter,5.000000,0.000077,0.000727,1.074403
recommend loves,3.000000,0.000046,0.000459,0.321426
recommend good,6.000000,0.000092,0.000855,0.845590
recommend seller,3.000000,0.000046,0.000459,3.941592
recommend needs,3.000000,0.000046,0.000459,3.515507
recommend ordering,4.000000,0.000061,0.000595,3.584136
recommend people,4.000000,0.000061,0.000595,3.669658
recommend working,4.000000,0.000061,0.000595,2.704577
recommend kids,3.000000,0.000046,0.000459,2.516979
recommend coworkers,3.000000,0.000046,0.000459,4.842378
style shoe,14.000000,0.000215,0.001813,1.736778
style great,5.000000,0.000077,0.000727,0.726395
style wear,3.000000,0.000046,0.000459,0.431525
style shoes,8.000000,0.000123,0.001105,0.234123
style look,3.000000,0.000046,0.000459,1.422506
style comfortable,12.000000,0.000184,0.001583,1.215447
style work,6.000000,0.000092,0.000855,1.125361
style comfort,6.000000,0.000092,0.000855,2.908201
style skechers,5.000000,0.000077,0.000727,1.733843
style size,6.000000,0.000092,0.000855,1.111671
style half,3.000000,0.000046,0.000459,2.309545
style pair,3.000000,0.000046,0.000459,0.602342
style different,3.000000,0.000046,0.000459,2.475780
style colors,6.000000,0.000092,0.000855,3.127254
style fit,8.000000,0.000123,0.001105,1.410290
style color,3.000000,0.000046,0.000459,2.291687
style brand,3.000000,0.000046,0.000459,2.547436
style run,4.000000,0.000061,0.000595,2.333477
style memory,3.000000,0.000046,0.000459,1.857150
style boot,3.000000,0.000046,0.000459,2.984834
comfort shoe,4.000000,0.000061,0.000595,0.362125
comfort love,7.000000,0.000107,0.000981,1.031527
comfort great,3.000000,0.000046,0.000459,0.093680
comfort wear,3.000000,0.000046,0.000459,0.309635
comfort shoes,13.000000,0.000199,0.001699,0.597741
comfort comfortable,4.000000,0.000061,0.000595,-0.005055
comfort feet,4.000000,0.000061,0.000595,0.574844
comfort work,3.000000,0.000046,0.000459,0.310324
comfort day,3.000000,0.000046,0.000459,0.597317
