Number of pairs,65209.000000
Number of unique pairs,8257
Average pair frequency,7.897420
Pair entropy,8.403745

Pair,Frequency,Proportion,Entropy Term,Mutual Information
width shoe,8.000000,0.000123,0.001105,1.833942
width great,3.000000,0.000046,0.000459,0.872349
width shoes,4.000000,0.000061,0.000595,0.197755
width feet,5.000000,0.000077,0.000727,1.576657
width size,6.000000,0.000092,0.000855,1.768451
width fine,3.000000,0.000046,0.000459,3.420242
width toe,4.000000,0.000061,0.000595,2.499705
width perfect,3.000000,0.000046,0.000459,2.071892
width little,4.000000,0.000061,0.000595,1.974575
width foot,5.000000,0.000077,0.000727,2.520253
width fit,4.000000,0.000061,0.000595,1.373922
width wide,8.000000,0.000123,0.001105,3.274485
width narrow,4.000000,0.000061,0.000595,3.263056
people love,3.000000,0.000046,0.000459,1.656045
people comfortable,3.000000,0.000046,0.000459,1.179079
people feet,7.000000,0.000107,0.000981,2.606276
people work,3.000000,0.000046,0.000459,1.782140
people like,3.000000,0.000046,0.000459,2.030407
people wide,5.000000,0.000077,0.000727,3.497628
insert shoe,5.000000,0.000077,0.000727,2.211236
insert foot,3.000000,0.000046,0.000459,2.856725
plus shoes,3.000000,0.000046,0.000459,0.551035
plus look,3.000000,0.000046,0.000459,2.720247
plus theyre,3.000000,0.000046,0.000459,3.512795
plus hours,4.000000,0.000061,0.000595,3.483514
today time,5.000000,0.000077,0.000727,3.820855
dressy wear,3.000000,0.000046,0.000459,1.978162
dressy shoes,3.000000,0.000046,0.000459,0.799931
dressy work,4.000000,0.000061,0.000595,2.266533
dressy casual,5.000000,0.000077,0.000727,5.507005
dressy dresses,3.000000,0.000046,0.000459,6.425646
okay run,3.000000,0.000046,0.000459,3.987086
outside shoe,3.000000,0.000046,0.000459,1.700410
outside work,6.000000,0.000092,0.000855,2.629438
ones bought,4.000000,0.000061,0.000595,1.873571
ones look,4.000000,0.000061,0.000595,2.257153
ones comfortable,3.000000,0.000046,0.000459,0.376117
ones like,5.000000,0.000077,0.000727,1.738271
ones fit,3.000000,0.000046,0.000459,0.976425
ones nice,3.000000,0.000046,0.000459,1.911797
ones foam,7.000000,0.000107,0.000981,3.163685
ones memory,8.000000,0.000123,0.001105,3.384944
quick shipping,3.000000,0.000046,0.000459,5.019097
quick delivery,6.000000,0.000092,0.000855,6.154077
offer support,10.000000,0.000153,0.001347,4.904829
offer good,3.000000,0.000046,0.000459,2.654562
terrible shoe,3.000000,0.000046,0.000459,2.016263
terrible quality,3.000000,0.000046,0.000459,3.785949
gone size,6.000000,0.000092,0.000855,2.876032
gone quality,3.000000,0.000046,0.000459,3.730379
normal shoe,6.000000,0.000092,0.000855,1.721464
normal wear,6.000000,0.000092,0.000855,1.956656
normal shoes,8.000000,0.000123,0.001105,1.066106
normal feet,3.000000,0.000046,0.000459,1.241035
normal work,3.000000,0.000046,0.000459,1.264197
normal size,26.000000,0.000399,0.003121,3.409992
normal little,3.000000,0.000046,0.000459,1.862097
normal foot,3.000000,0.000046,0.000459,2.184632
normal fit,3.000000,0.000046,0.000459,1.261444
normal width,11.000000,0.000169,0.001465,5.124990
floppy foot,3.000000,0.000046,0.000459,5.118489
guess shoes,3.000000,0.000046,0.000459,1.194585
try shoe,3.000000,0.000046,0.000459,0.711799
try wear,3.000000,0.000046,0.000459,0.946991
try shoes,7.000000,0.000107,0.000981,0.616057
try style,3.000000,0.000046,0.000459,2.852409
try size,9.000000,0.000138,0.001227,2.032602
try pair,3.000000,0.000046,0.000459,1.117808
try walk,3.000000,0.000046,0.000459,2.706227
try different,3.000000,0.000046,0.000459,2.991246
try fit,4.000000,0.000061,0.000595,1.232609
try make,3.000000,0.000046,0.000459,2.959830
try return,3.000000,0.000046,0.000459,2.885354
expensive shoes,7.000000,0.000107,0.000981,1.604669
expensive pair,4.000000,0.000061,0.000595,2.394102
construction site,3.000000,0.000046,0.000459,7.383718
makes shoe,11.000000,0.000169,0.001465,2.108720
makes shoes,3.000000,0.000046,0.000459,-0.133602
makes look,3.000000,0.000046,0.000459,2.035611
makes comfortable,9.000000,0.000138,0.001227,1.540869
makes feet,7.000000,0.000107,0.000981,1.869454
makes super,3.000000,0.000046,0.000459,2.611594
makes happy,4.000000,0.000061,0.000595,2.909226
makes easy,6.000000,0.000092,0.000855,4.076831
makes tight,5.000000,0.000077,0.000727,3.380831
makes feel,13.000000,0.000199,0.001699,3.744291
makes walk,4.000000,0.000061,0.000595,3.091548
makes difficult,4.000000,0.000061,0.000595,5.245713
makes foot,4.000000,0.000061,0.000595,2.253435
makes wonder,3.000000,0.000046,0.000459,6.379416
makes uncomfortable,3.000000,0.000046,0.000459,3.219381
theres need,3.000000,0.000046,0.000459,4.550504
tend slide,3.000000,0.000046,0.000459,5.766312
cushiony insole,3.000000,0.000046,0.000459,5.452196
likely time,3.000000,0.000046,0.000459,4.067715
likely pair,3.000000,0.000046,0.000459,3.269571
run time,3.000000,0.000046,0.000459,1.109339
run wear,3.000000,0.000046,0.000459,0.140376
run shoes,8.000000,0.000123,0.001105,-0.057025
run day,4.000000,0.000061,0.000595,0.715741
run really,3.000000,0.000046,0.000459,0.959605
run size,30.000000,0.000460,0.003535,2.429961
run larger,9.000000,0.000138,0.001227,3.570926
run small,66.000000,0.001012,0.006979,4.639998
run half,5.000000,0.000077,0.000727,2.529222
run smaller,13.000000,0.000199,0.001699,3.656302
run big,47.000000,0.000721,0.005215,4.099564
run little,39.000000,0.000598,0.004439,3.303914
run like,7.000000,0.000107,0.000981,1.236630
run sizes,4.000000,0.000061,0.000595,2.872474
run fit,3.000000,0.000046,0.000459,0.138312
run ordered,6.000000,0.000092,0.000855,2.027446
run tad,4.000000,0.000061,0.000595,4.489880
run miles,3.000000,0.000046,0.000459,3.707502
run wide,5.000000,0.000077,0.000727,1.856553
run large,40.000000,0.000613,0.004537,4.748651
run true,8.000000,0.000123,0.001105,3.439058
run narrow,9.000000,0.000138,0.001227,3.126058
run faster,8.000000,0.000123,0.001105,5.406171
run jump,4.000000,0.000061,0.000595,5.406171
uneven ground,4.000000,0.000061,0.000595,8.433540
believe shoes,5.000000,0.000077,0.000727,1.310756
break love,3.000000,0.000046,0.000459,0.885606
break great,4.000000,0.000061,0.000595,1.082739
break time,6.000000,0.000092,0.000855,2.673122
break wear,3.000000,0.000046,0.000459,1.011013
break shoes,12.000000,0.000184,0.001583,1.219076
break comfortable,3.000000,0.000046,0.000459,0.408640
break toe,3.000000,0.000046,0.000459,2.134731
break little,6.000000,0.000092,0.000855,2.302748
break week,3.000000,0.000046,0.000459,3.144215
break period,4.000000,0.000061,0.000595,5.113656
sizing different,3.000000,0.000046,0.000459,4.066869
tired feet,5.000000,0.000077,0.000727,2.657570
tired work,3.000000,0.000046,0.000459,2.169906
tired day,4.000000,0.000061,0.000595,2.744581
tired end,4.000000,0.000061,0.000595,5.093205
tired working,3.000000,0.000046,0.000459,4.459482
dirty easy,3.000000,0.000046,0.000459,5.201419
excited wear,6.000000,0.000092,0.000855,2.786378
excited shoes,9.000000,0.000138,0.001227,2.013612
excited work,3.000000,0.000046,0.000459,2.093920
excited pair,4.000000,0.000061,0.000595,2.551731
ago fit,3.000000,0.000046,0.000459,1.710395
reasonably priced,3.000000,0.000046,0.000459,8.063620
arent comfortable,8.000000,0.000123,0.001105,2.042125
arent feet,3.000000,0.000046,0.000459,1.641196
arent bad,5.000000,0.000077,0.000727,4.424753
arent exactly,3.000000,0.000046,0.000459,4.478457
sounds like,3.000000,0.000046,0.000459,3.858534
somewhat small,5.000000,0.000077,0.000727,3.814185
somewhat tight,4.000000,0.000061,0.000595,4.007838
somewhat wide,3.000000,0.000046,0.000459,3.100131
somewhat large,8.000000,0.000123,0.001105,4.893616
somewhat narrow,4.000000,0.000061,0.000595,4.069532
extended time,4.000000,0.000061,0.000595,4.866223
extended period,3.000000,0.000046,0.000459,7.424540
gym shoes,4.000000,0.000061,0.000595,2.025882
gym class,7.000000,0.000107,0.000981,7.953384
school shoe,3.000000,0.000046,0.000459,0.298612
school wear,3.000000,0.000046,0.000459,0.533804
school shoes,13.000000,0.000199,0.001699,0.821910
school day,9.000000,0.000138,0.001227,1.920098
school started,4.000000,0.000061,0.000595,3.265901
school year,21.000000,0.000322,0.002589,3.664586
school days,3.000000,0.000046,0.000459,2.496381
school loves,5.000000,0.000077,0.000727,1.239425
school everyday,3.000000,0.000046,0.000459,3.395660
school good,3.000000,0.000046,0.000459,0.559616
school uniform,10.000000,0.000153,0.001347,5.799598
described shoes,4.000000,0.000061,0.000595,1.482267
described fit,3.000000,0.000046,0.000459,2.370752
sooo comfortable,7.000000,0.000107,0.000981,3.486779
daily great,3.000000,0.000046,0.000459,1.221400
daily wear,7.000000,0.000107,0.000981,2.284653
daily shoes,6.000000,0.000092,0.000855,0.952271
daily work,6.000000,0.000092,0.000855,2.131191
daily months,3.000000,0.000046,0.000459,2.971849
daily miles,3.000000,0.000046,0.000459,5.004480
daily use,10.000000,0.000153,0.001347,4.528398
daily basis,3.000000,0.000046,0.000459,7.108615
similar shoes,6.000000,0.000092,0.000855,1.389894
similar style,5.000000,0.000077,0.000727,4.291222
similar skechers,4.000000,0.000061,0.000595,2.954152
similar pair,6.000000,0.000092,0.000855,2.738942
similar lasted,3.000000,0.000046,0.000459,4.655865
narrow shoe,4.000000,0.000061,0.000595,0.465666
narrow wear,3.000000,0.000046,0.000459,0.413176
narrow shoes,10.000000,0.000153,0.001347,0.438917
narrow feet,32.000000,0.000491,0.003739,2.757826
narrow size,10.000000,0.000153,0.001347,1.604148
narrow small,3.000000,0.000046,0.000459,1.821755
narrow tight,5.000000,0.000077,0.000727,2.749377
narrow toe,11.000000,0.000169,0.001465,2.836177
narrow toes,5.000000,0.000077,0.000727,2.484387
narrow little,3.000000,0.000046,0.000459,1.011764
narrow high,3.000000,0.000046,0.000459,2.826338
narrow like,3.000000,0.000046,0.000459,0.662131
narrow foot,32.000000,0.000491,0.003739,3.701422
narrow heel,4.000000,0.000061,0.000595,2.500916
narrow fit,8.000000,0.000123,0.001105,1.391941
narrow wide,13.000000,0.000199,0.001699,3.084864
narrow hard,3.000000,0.000046,0.000459,2.172412
narrow box,5.000000,0.000077,0.000727,3.599528
foam shoe,6.000000,0.000092,0.000855,0.321959
foam great,12.000000,0.000184,0.001583,1.034343
foam wear,4.000000,0.000061,0.000595,0.151686
foam wonderful,3.000000,0.000046,0.000459,2.970314
foam shoes,9.000000,0.000138,0.001227,-0.215615
foam comfortable,21.000000,0.000322,0.002589,1.207542
foam feet,4.000000,0.000061,0.000595,0.129213
foam day,3.000000,0.000046,0.000459,0.151686
foam comfort,5.000000,0.000077,0.000727,2.158358
foam super,5.000000,0.000077,0.000727,1.941794
foam skechers,4.000000,0.000061,0.000595,0.943178
foam comfy,4.000000,0.000061,0.000595,1.513489
foam better,4.000000,0.000061,0.000595,1.794028
foam really,8.000000,0.000123,0.001105,1.664062
foam support,3.000000,0.000046,0.000459,0.936111
foam perfect,4.000000,0.000061,0.000595,1.135274
foam does,4.000000,0.000061,0.000595,2.670209
foam feel,6.000000,0.000092,0.000855,1.790476
foam like,7.000000,0.000107,0.000981,0.960258
foam soles,9.000000,0.000138,0.001227,3.252881
foam sole,13.000000,0.000199,0.001699,3.042693
foam rubber,3.000000,0.000046,0.000459,3.001566
foam inside,13.000000,0.000199,0.001699,3.798854
foam foot,11.000000,0.000169,0.001465,2.084410
foam heel,9.000000,0.000138,0.001227,2.762674
foam fit,5.000000,0.000077,0.000727,0.372765
foam amazing,5.000000,0.000077,0.000727,3.465872
foam pretty,3.000000,0.000046,0.000459,1.685115
foam make,3.000000,0.000046,0.000459,1.876843
foam footbed,3.000000,0.000046,0.000459,3.777405
foam awesome,3.000000,0.000046,0.000459,2.210227
foam nice,4.000000,0.000061,0.000595,1.084994
foam daughter,3.000000,0.000046,0.000459,0.300951
foam feels,8.000000,0.000123,0.001105,3.265718
foam insoles,21.000000,0.000322,0.002589,4.363223
foam bed,4.000000,0.000061,0.000595,4.296889
foam cushion,7.000000,0.000107,0.000981,3.417288
foam uncomfortable,3.000000,0.000046,0.000459,2.038755
foam insert,4.000000,0.000061,0.000595,3.561182
foam makes,18.000000,0.000276,0.002262,4.174286
foam memory,3.000000,0.000046,0.000459,1.289629
foam added,3.000000,0.000046,0.000459,3.589353
foam padding,9.000000,0.000138,0.001227,4.200262
foam slippery,6.000000,0.000092,0.000855,4.174286
foam heal,4.000000,0.000061,0.000595,3.877035
foam insole,23.000000,0.000353,0.002804,4.436651
foam inserts,4.000000,0.000061,0.000595,3.075674
memory great,9.000000,0.000138,0.001227,0.834388
memory shoes,4.000000,0.000061,0.000595,-0.938818
memory comfortable,8.000000,0.000123,0.001105,0.330188
memory super,3.000000,0.000046,0.000459,1.518696
memory skechers,3.000000,0.000046,0.000459,0.743223
memory really,5.000000,0.000077,0.000727,1.281786
memory does,3.000000,0.000046,0.000459,2.470254
memory like,3.000000,0.000046,0.000459,0.200687
memory soles,6.000000,0.000092,0.000855,2.935143
memory sole,10.000000,0.000153,0.001347,2.868057
memory inside,12.000000,0.000184,0.001583,3.806538
memory foot,4.000000,0.000061,0.000595,1.160537
memory heel,5.000000,0.000077,0.000727,2.262615
memory footbed,3.000000,0.000046,0.000459,3.865133
memory awesome,3.000000,0.000046,0.000459,2.297954
memory feels,6.000000,0.000092,0.000855,3.065763
memory insoles,19.000000,0.000291,0.002372,4.350867
memory cushion,5.000000,0.000077,0.000727,3.168543
memory makes,17.000000,0.000261,0.002151,4.204855
memory foam,332.000000,0.005091,0.026883,5.996152
memory padding,7.000000,0.000107,0.000981,4.036675
memory slippery,3.000000,0.000046,0.000459,3.568867
memory insole,24.000000,0.000368,0.002910,4.566938
memory inserts,4.000000,0.000061,0.000595,3.163402
memory game,4.000000,0.000061,0.000595,3.936592
added comfort,3.000000,0.000046,0.000459,4.034984
added arch,3.000000,0.000046,0.000459,3.748327
added support,3.000000,0.000046,0.000459,3.323562
added height,4.000000,0.000061,0.000595,5.928014
added gel,3.000000,0.000046,0.000459,5.703511
added insole,3.000000,0.000046,0.000459,4.787220
added benefit,3.000000,0.000046,0.000459,8.433540
grip good,4.000000,0.000061,0.000595,2.753002
grip wet,3.000000,0.000046,0.000459,5.429745
sloppy fit,3.000000,0.000046,0.000459,3.406844
older style,4.000000,0.000061,0.000595,4.864410
older pair,4.000000,0.000061,0.000595,3.129809
older version,3.000000,0.000046,0.000459,6.518019
bad shoe,3.000000,0.000046,0.000459,0.541173
bad wear,3.000000,0.000046,0.000459,0.776365
bad shoes,11.000000,0.000169,0.001465,0.897417
bad feet,7.000000,0.000107,0.000981,1.601190
bad wearing,3.000000,0.000046,0.000459,1.862657
bad pair,6.000000,0.000092,0.000855,1.640330
bad foot,3.000000,0.000046,0.000459,1.697489
bad fit,3.000000,0.000046,0.000459,0.774301
bad thing,4.000000,0.000061,0.000595,3.833885
bad good,5.000000,0.000077,0.000727,1.313003
bad boys,3.000000,0.000046,0.000459,4.501714
waste time,3.000000,0.000046,0.000459,3.341778
waste money,27.000000,0.000414,0.003225,7.088564
money time,3.000000,0.000046,0.000459,2.013592
money shoes,9.000000,0.000138,0.001227,0.965010
money work,4.000000,0.000061,0.000595,1.333000
money really,3.000000,0.000046,0.000459,1.863858
money pair,5.000000,0.000077,0.000727,1.726273
money return,3.000000,0.000046,0.000459,2.982992
likes shoe,5.000000,0.000077,0.000727,1.286646
likes wear,4.000000,0.000061,0.000595,1.298695
likes lot,4.000000,0.000061,0.000595,3.199494
likes shoes,14.000000,0.000215,0.001813,1.373227
likes look,5.000000,0.000077,0.000727,2.512820
likes comfortable,4.000000,0.000061,0.000595,0.696322
likes work,3.000000,0.000046,0.000459,1.011702
likes colors,4.000000,0.000061,0.000595,3.301277
likes fit,3.000000,0.000046,0.000459,1.008949
likes says,4.000000,0.000061,0.000595,3.510488
likes lights,4.000000,0.000061,0.000595,3.348283
squeak like,4.000000,0.000061,0.000595,3.635391
kind wear,3.000000,0.000046,0.000459,1.695929
kind shoes,6.000000,0.000092,0.000855,1.210845
kind narrow,3.000000,0.000046,0.000459,3.582999
kind heal,3.000000,0.000046,0.000459,5.421278
online shoe,3.000000,0.000046,0.000459,1.460737
online shoes,4.000000,0.000061,0.000595,0.805380
online order,3.000000,0.000046,0.000459,3.551676
online exactly,4.000000,0.000061,0.000595,4.798400
online store,5.000000,0.000077,0.000727,4.805321
live shoes,4.000000,0.000061,0.000595,1.360906
live flip,3.000000,0.000046,0.000459,4.656955
live flops,3.000000,0.000046,0.000459,4.917032
arrived great,5.000000,0.000077,0.000727,1.613037
arrived time,20.000000,0.000307,0.002481,4.184249
arrived expected,8.000000,0.000123,0.001105,3.768552
arrived fit,4.000000,0.000061,0.000595,1.603785
arrived days,3.000000,0.000046,0.000459,3.280744
arrived quickly,9.000000,0.000138,0.001227,5.379988
arrived condition,3.000000,0.000046,0.000459,5.554341
original size,3.000000,0.000046,0.000459,2.392605
original pair,6.000000,0.000092,0.000855,3.269571
idea shoes,4.000000,0.000061,0.000595,1.658158
returning size,8.000000,0.000123,0.001105,2.862609
returning larger,3.000000,0.000046,0.000459,4.226717
returning pair,3.000000,0.000046,0.000459,2.065598
brown shoes,3.000000,0.000046,0.000459,1.227375
brown ones,3.000000,0.000046,0.000459,4.857989
brown leather,3.000000,0.000046,0.000459,5.081133
recommended love,3.000000,0.000046,0.000459,2.247410
fan shoes,3.000000,0.000046,0.000459,1.537530
fan skechers,4.000000,0.000061,0.000595,3.794935
fan years,3.000000,0.000046,0.000459,4.625820
picture does,3.000000,0.000046,0.000459,4.518664
period time,9.000000,0.000138,0.001227,4.408642
period shoes,3.000000,0.000046,0.000459,1.162836
come shoe,4.000000,0.000061,0.000595,1.140794
come great,4.000000,0.000061,0.000595,1.160031
come half,13.000000,0.000199,0.001699,4.432661
come long,4.000000,0.000061,0.000595,2.711263
come colors,4.000000,0.000061,0.000595,3.378569
come expect,3.000000,0.000046,0.000459,4.325950
come sizes,18.000000,0.000276,0.002262,5.324479
come extra,4.000000,0.000061,0.000595,3.852662
come way,4.000000,0.000061,0.000595,3.249512
come home,4.000000,0.000061,0.000595,4.785482
come wide,3.000000,0.000046,0.000459,2.293655
come apart,7.000000,0.000107,0.000981,4.212353
come untied,4.000000,0.000061,0.000595,7.047246
correct size,15.000000,0.000230,0.001927,4.107404
sides shoe,5.000000,0.000077,0.000727,2.298247
sides shoes,3.000000,0.000046,0.000459,0.844382
sides feet,3.000000,0.000046,0.000459,2.000141
inch foot,3.000000,0.000046,0.000459,3.549873
inch height,3.000000,0.000046,0.000459,6.017626
additional support,5.000000,0.000077,0.000727,4.824787
gel insoles,8.000000,0.000123,0.001105,5.512300
gel cushion,4.000000,0.000061,0.000595,4.971830
gel insert,6.000000,0.000092,0.000855,6.080805
gel memory,3.000000,0.000046,0.000459,3.403787
gel insole,4.000000,0.000061,0.000595,4.801609
gel inserts,8.000000,0.000123,0.001105,5.882979
available amazon,3.000000,0.000046,0.000459,4.263705
sooooo comfortable,4.000000,0.000061,0.000595,3.546203
exactly shoes,3.000000,0.000046,0.000459,0.162664
exactly expected,18.000000,0.000276,0.002262,4.602211
exactly like,4.000000,0.000061,0.000595,1.877533
exactly looking,9.000000,0.000138,0.001227,4.269166
exactly fit,3.000000,0.000046,0.000459,1.338831
exactly ordered,3.000000,0.000046,0.000459,2.534817
exactly wanted,12.000000,0.000184,0.001583,5.254296
exactly needed,5.000000,0.000077,0.000727,4.162605
exactly pictured,3.000000,0.000046,0.000459,6.829833
exactly described,7.000000,0.000107,0.000981,6.034903
giving stars,9.000000,0.000138,0.001227,6.402889
wider shoe,4.000000,0.000061,0.000595,1.684906
wider shoes,5.000000,0.000077,0.000727,0.965010
wider comfortable,3.000000,0.000046,0.000459,1.030044
wider feet,6.000000,0.000092,0.000855,2.303090
wider expected,4.000000,0.000061,0.000595,3.389654
wider size,3.000000,0.000046,0.000459,1.619415
wider toe,4.000000,0.000061,0.000595,3.043816
wider foot,7.000000,0.000107,0.000981,3.400837
wider fit,3.000000,0.000046,0.000459,1.630352
wider left,3.000000,0.000046,0.000459,4.338402
wider width,3.000000,0.000046,0.000459,4.194614
wider normal,3.000000,0.000046,0.000459,4.369818
cushioned sole,5.000000,0.000077,0.000727,4.595994
cushioned insole,3.000000,0.000046,0.000459,4.908581
realize shoes,5.000000,0.000077,0.000727,2.574448
outdoor play,3.000000,0.000046,0.000459,7.363915
total comfort,3.000000,0.000046,0.000459,4.757119
night work,3.000000,0.000046,0.000459,2.341756
reading ordered,3.000000,0.000046,0.000459,3.781850
reading reviews,22.000000,0.000337,0.002697,7.286344
reading decided,4.000000,0.000061,0.000595,6.327665
reviews thought,5.000000,0.000077,0.000727,4.089141
reviews great,3.000000,0.000046,0.000459,1.016137
reviews shoes,8.000000,0.000123,0.001105,1.034690
reviews size,4.000000,0.000061,0.000595,1.506774
reviews right,5.000000,0.000077,0.000727,3.319832
reviews order,3.000000,0.000046,0.000459,3.087839
reviews little,3.000000,0.000046,0.000459,1.830681
reviews said,10.000000,0.000153,0.001347,4.592798
reviews ordered,7.000000,0.000107,0.000981,3.273312
reviews went,3.000000,0.000046,0.000459,3.803259
reviews run,4.000000,0.000061,0.000595,3.134045
reviews decided,7.000000,0.000107,0.000981,5.531446
reviews read,4.000000,0.000061,0.000595,5.216952
reviews stated,3.000000,0.000046,0.000459,5.568350
instead like,3.000000,0.000046,0.000459,2.392197
fun shoe,3.000000,0.000046,0.000459,1.494074
fun shoes,5.000000,0.000077,0.000727,1.061860
fun kids,4.000000,0.000061,0.000595,4.407296
fun lights,3.000000,0.000046,0.000459,3.778854
fabulous shoes,5.000000,0.000077,0.000727,2.194959
wedge shoes,3.000000,0.000046,0.000459,0.965010
wedge comfortable,3.000000,0.000046,0.000459,1.540869
wedge sandals,3.000000,0.000046,0.000459,3.803538
wedge super,3.000000,0.000046,0.000459,3.710206
wedge heel,8.000000,0.000123,0.001105,4.924129
wedge gives,3.000000,0.000046,0.000459,6.128102
wedge height,3.000000,0.000046,0.000459,5.532118
delivered time,9.000000,0.000138,0.001227,4.829855
delivered expected,3.000000,0.000046,0.000459,4.231837
based reviews,11.000000,0.000169,0.001465,6.410875
description said,4.000000,0.000061,0.000595,5.418005
shorts dresses,3.000000,0.000046,0.000459,7.615230
thembr br,7.000000,0.000107,0.000981,5.761223
leather shoes,6.000000,0.000092,0.000855,0.716549
leather skechers,3.000000,0.000046,0.000459,1.993125
leather toe,3.000000,0.000046,0.000459,2.325351
leather like,3.000000,0.000046,0.000459,1.450589
leather soft,5.000000,0.000077,0.000727,4.051513
leather looks,5.000000,0.000077,0.000727,4.073175
leather quality,3.000000,0.000046,0.000459,2.736127
leather stiff,4.000000,0.000061,0.000595,4.709569
leather uppers,3.000000,0.000046,0.000459,5.843273
mom loved,4.000000,0.000061,0.000595,4.204623
mom loves,3.000000,0.000046,0.000459,2.567612
durable shoe,3.000000,0.000046,0.000459,0.946638
durable shoes,7.000000,0.000107,0.000981,0.850897
durable comfortable,6.000000,0.000092,0.000855,1.272605
durable daughter,3.000000,0.000046,0.000459,1.618778
durable good,3.000000,0.000046,0.000459,1.207643
fitting shoe,5.000000,0.000077,0.000727,2.616701
fitting shoes,4.000000,0.000061,0.000595,1.450518
fitting comfortable,4.000000,0.000061,0.000595,2.026377
broke time,3.000000,0.000046,0.000459,2.786781
broke days,3.000000,0.000046,0.000459,3.780396
broke week,3.000000,0.000046,0.000459,3.951022
broke month,4.000000,0.000061,0.000595,4.437438
tops feet,6.000000,0.000092,0.000855,3.644264
wears shoe,3.000000,0.000046,0.000459,0.424117
wears time,7.000000,0.000107,0.000981,2.475569
wears bought,5.000000,0.000077,0.000727,1.777533
wears shoes,11.000000,0.000169,0.001465,0.780361
wears feet,3.000000,0.000046,0.000459,0.636836
wears work,7.000000,0.000107,0.000981,1.507295
wears day,25.000000,0.000383,0.003016,3.067254
wears skechers,3.000000,0.000046,0.000459,1.450801
wears really,3.000000,0.000046,0.000459,1.478538
wears size,22.000000,0.000337,0.002697,2.638738
wears little,3.000000,0.000046,0.000459,1.257897
wears long,3.000000,0.000046,0.000459,1.994585
wears fit,7.000000,0.000107,0.000981,1.504543
wears week,3.000000,0.000046,0.000459,2.792511
wears everyday,11.000000,0.000169,0.001465,4.820448
wears school,10.000000,0.000153,0.001347,3.870979
wears daily,5.000000,0.000077,0.000727,4.081384
wears stride,4.000000,0.000061,0.000595,5.519638
wears rite,3.000000,0.000046,0.000459,5.637421
rough shoes,13.000000,0.000199,0.001699,2.568549
rough concrete,3.000000,0.000046,0.000459,5.327033
gets compliments,7.000000,0.000107,0.000981,6.256935
cut white,3.000000,0.000046,0.000459,5.010364
cheaper shoes,3.000000,0.000046,0.000459,1.261276
pay shoes,3.000000,0.000046,0.000459,1.045053
pay return,5.000000,0.000077,0.000727,4.672473
pay shipping,7.000000,0.000107,0.000981,5.920462
cutting feet,4.000000,0.000061,0.000595,3.507063
thank love,5.000000,0.000077,0.000727,1.587052
thank great,8.000000,0.000123,0.001105,1.966507
thank shoes,8.000000,0.000123,0.001105,1.004231
thank comfortable,5.000000,0.000077,0.000727,1.110086
thank skechers,4.000000,0.000061,0.000595,2.280807
thank fit,4.000000,0.000061,0.000595,1.487251
thank amazon,8.000000,0.000123,0.001105,4.400564
thank good,3.000000,0.000046,0.000459,1.227445
thank making,3.000000,0.000046,0.000459,4.307943
heavier expected,4.000000,0.000061,0.000595,4.472999
impressed comfort,3.000000,0.000046,0.000459,4.545810
impressed quality,3.000000,0.000046,0.000459,4.296775
jeans dress,6.000000,0.000092,0.000855,6.629162
jeans shorts,3.000000,0.000046,0.000459,7.081147
jeans skirts,3.000000,0.000046,0.000459,7.012154
runs day,3.000000,0.000046,0.000459,1.920098
runs size,6.000000,0.000092,0.000855,2.312562
runs small,19.000000,0.000291,0.002372,4.886822
runs half,3.000000,0.000046,0.000459,3.510436
runs big,5.000000,0.000077,0.000727,3.350894
runs little,7.000000,0.000107,0.000981,3.078302
runs large,8.000000,0.000123,0.001105,4.631252
runs narrow,4.000000,0.000061,0.000595,3.807168
runs plays,3.000000,0.000046,0.000459,6.515218
rhinestones fell,5.000000,0.000077,0.000727,6.359829
thinking pair,3.000000,0.000046,0.000459,2.799567
thinking buying,5.000000,0.000077,0.000727,5.478630
thinking getting,4.000000,0.000061,0.000595,5.612161
attractive shoe,4.000000,0.000061,0.000595,2.362786
suggestion size,3.000000,0.000046,0.000459,4.695190
store bought,3.000000,0.000046,0.000459,1.732071
store size,4.000000,0.000061,0.000595,1.399353
store fine,3.000000,0.000046,0.000459,3.456609
store pairs,3.000000,0.000046,0.000459,3.240583
store didnt,3.000000,0.000046,0.000459,2.837025
store loved,4.000000,0.000061,0.000595,2.956479
store fit,6.000000,0.000092,0.000855,1.815755
store mall,3.000000,0.000046,0.000459,6.007474
store try,4.000000,0.000061,0.000595,3.833239
store knew,3.000000,0.000046,0.000459,5.409637
write review,5.000000,0.000077,0.000727,7.344497
stiff feet,3.000000,0.000046,0.000459,1.723887
stiff day,3.000000,0.000046,0.000459,2.034042
stiff wearing,3.000000,0.000046,0.000459,2.832652
stiff material,3.000000,0.000046,0.000459,4.317527
stiff hard,4.000000,0.000061,0.000595,3.793278
stiff uncomfortable,3.000000,0.000046,0.000459,3.921112
werent wide,3.000000,0.000046,0.000459,3.834100
skinny feet,3.000000,0.000046,0.000459,3.299424
sad return,4.000000,0.000061,0.000595,4.854794
review shoe,3.000000,0.000046,0.000459,1.620367
review wear,3.000000,0.000046,0.000459,1.855559
review shoes,3.000000,0.000046,0.000459,0.677328
review product,3.000000,0.000046,0.000459,3.818137
worked great,4.000000,0.000061,0.000595,2.049889
worked day,3.000000,0.000046,0.000459,2.265844
